Date,Time,Title,Subtitle,Description,Speaker,Speaker Title,Speaker Company,Panelist,Panelist Title,Panelist Company
,9:50 AM,Instagram: the story behind the instant scaling for a runaway hit,,"It's a classic Silicon Valley story. Two guys at college decide to create an app. Two years and 80 million users later they are bought for $1 billion. The app and the business story are well-known, but what is the real tale behind the infrastructure that powers this juggernaut of an app? What can others learn from their choices? We talk to one of the founders about the story behind the scalable back end that is run by a small team.",Om Malik,Founder and Senior Writer,GigaOM,Mike Krieger,Co-Founder,Instagram
,10:10 AM,BREAK,,(Optional Workshops - Located on Level 2),,,,,,
,,10:25 AM - RIM Sponsor Workshop - Conference Room 1,Business Opportunities Across the RIM Ecosystem,"Few people understand the vast scope and complexity of the RIM ecosystem. Spanning devices, network operating systems, global network partners, embedded technologies, enterprise data integration, messaging infrastructures, and much more – business and investment opportunities exist at every touch point. Workshop participants will learn how to effective navigate RIM’s global ecosystem, identify unique opportunities and connect with the right people inside RIM and its multitude of partners. ",,,,Alec  Saunders,VP of Developer Relations ,RIM Overview
,,10:25 AM - Webtrends Sponsor Workshop - Conference Room 2,Cross-Channel and Hybrid Mobile App Measurement,"From measuring key program indicators to tracking specific conversion activity, Webtrends Mobile Analytics reveals behaviors that helps you define your mobile marketing efforts. Accurately tracking users from mobile sites to mobile apps and vice versa, the importance of picking the right visitor identification method and correctly measuring hybrid mobile apps and more.",,,,Benjamin Diggles,"Director, Digital Marketing",Webtrends
,,10:25 AM - Kaazing Sponsor Workshop - Conference Room 3,No Compromises – Creating a Unified Architecture for Any Mobile Device ,"Developers are faced with a question, “develop for browsers or Mobile devices?” Using a Message Driven Architecture, developers can create a Unified Architecture that spans any device added to the network. In this session, the speaker will outline how to create a universal architecture using Messaging, enabling applications with full bi-directional communication all the way to Mobile devices.",,,,John Fallows,Co-Founder and CTO,Kaazing
,11:10 AM,Building audiences with mobile video,,More than 20 percent of YouTube videos are watched on mobile devices. This figure is only set to increase as traffic on non-PC devices surpasses the desktop. Some countries are already in the midst of this transition. In this session we discuss how YouTube approaches mobile design and development and what this desktop-to-mobile shift means for working with content creators and marketers on a platform that sees over 4 billion hours viewed per month.,Janko Roettgers,Staff Writer,GigaOM,Shiva Rajaraman,Director of Product Management,YouTube
,11:30 AM,When big data meets local: the future of location,,"One of the hottest entrepreneurial sectors at the moment is the looming battle for local recommendations and foot traffic. Early pioneer foursquare, which made the ""check-in"" an ubiquitous and important part of mobile culture, has amassed a huge stockpile of data about local preferences and human behavior. Their launches over the last several months indicate an increased focus on local search, discovery, and exploration. Om Malik talks to Dennis Crowley, foursquare's co-founder and CEO, about the future of local recommendations and the industry around it.",Om Malik,Founder and Senior Writer,GigaOM,Dennis Crowley,Co-Founder and CEO,foursquare
,11:50 AM,Bringing the console experience to mobile devices,,"PlayStation doesn't want to do what it calls ""app store junk."" For the first time PlayStation games will be available on non-Sony devices, thanks to a partnership with HTC, ASUS Tek, and WikiPad. Now that it is armed with an ecosystem of independent game developers, will we see consumers gravitate toward console-quality games on high-end mobile devices?",Kevin Tofel,Senior Writer,GigaOM,Jack Buser ,"Senior Director, PlayStation Digital Platforms",Sony Computer Entertainment America
,12:10 PM,Mobile gaming: apps vs. Facebook vs. the web,,"Mobile and social seem to go hand in hand when it comes to the casual gaming market. The rise of the smartphone and Facebook have not only changed the way we communicate, they’ve transformed the way game publishers are approaching the industry. In this session we look at the business models for mobile games and how these are becoming ever more sophisticated.",Ryan Kim,Staff Writer,GigaOM,Nick Earl,"SVP, Global Mobile and Social Studios", Electronic Arts (EA)
,12:30 PM,LUNCH,,(Optional Workshops - Located on Level 2),,,,,,
,,12:45 PM - Akamai Sponsor Workshop - ﻿﻿Conference Room 1,The New Digital Divide – The Mobile Performance Problem,"Mobile networks were never built for data delivery – and this challenge is only getting worse as mobile data usage begins to eclipse traditional “fixed-line”. The result is an often slow and widely inconsistent mobile user experience, despite your best mobile performance efforts. In this session, the speaker will outline the major mobile performance challenges facing organizations today, and considerations on how to intelligently help meet mobile customer expectations.  ",,,,Kris Alexander,Chief Strategist for Connected Devices,Akamai Technologies
,,12:45 PM - Truphone Sponsor Workshop - Conference Room 2,The Future of Global Mobile Workforces,"Learn how the mobile workforce is embracing the latest technology to maintain productivity while doing business internationally and what advancements are coming to further enable the success of the road warrior. We will discuss the impact these changes will have on the user, the network and the enterprise customer.",,,,John Badillo,VP of Sales,Truphone
,,,,,,,,Nick Pike,VP of Partnerships,Vox Mobile
,,12:45 PM - GigaOM Pro Analyst Roundtable - Conference Room 4,Mobile silicon: ARM vs. Intel vs. everyone else,"While ARM has dominated mobile silicon for the past decade, Intel is desperately trying to leverage its PC successes into mobile before it’s too late. Meanwhile other players like AMD, MIPS, IBM/PowerPC and Freescale are trying to gain market share. Join Pro analyst Jim Turley for a discussion around the rapidly coalescing changes that are affecting mobile silicon.

*To RSVP for the analyst roundtable, please stop by the GigaOM Pro booth on the second floor of the conference center.",,,,Jim Turley,Analyst,GigaOM Pro
,1:30 PM,Sprint's 4G vision,,"Sprint isn't just building a new LTE network. It's launching an aggressive program of spectrum refarming and network modernization. One of the big components of its Network Vision initiative will be a heterogeneous network, or hetnet, which will create a dense layer of small cells in high-traffic areas underneath Sprint's macro network umbrella. Such a network would not only allow our future smartphones and tablets to connect to multiple nodes but also offer up gobs of new cheap capacity.",Kevin Fitchard,Senior Writer,GigaOM,Stephen Bye,CTO,Sprint
,1:50 PM,What's a mobile entrepreneur to do next?,,"Mobile is the most successful technology ever, but on the surface of it the opportunities for ambitious entrepreneurs look bleak. Apps make money, but only for a few. Handsets are pretty much the same black touch-tablet form everywhere, and who hears of any real new innovation for wireless network technology? So where does the mobile entrepreneur look for new opportunities? We speak with Rich Miner, a partner at Google Ventures who co-founded Android, founded and ran Orange's Imagineering Unit, pioneered computer graphics as a professor, and now as a venture capitalist is looking for the next big mobile idea. Where should you be directing your thinking?",Om Malik,Founder and Senior Writer,GigaOM,Rich Miner,Partner,Google Ventures
,1:50 PM,"GigaOM Pro Mapping Session — Conference Room 4, Level 2",Navigating the modern appconomy,"Just a few years ago the app marketplace was heralded as a promised land for software developers. But the market reality today is not so rosy. This Mapping Session* will define the next 12 to 18 months in the app landscape, with a focus on discovery, monetization and platform fragmentation.

*Mapping Sessions are invitation-only industry insight events for GigaOM Pro subscribers. If you are interested in learning more, please stop by the GigaOM Pro booth on the second floor of the conference center.",Michael Wolf,VP Research,GigaOM Books,Derek Kerton,"Principal Analyst, The Kerton Group and Analyst",GigaOM Pro
,,,,,,,,Jake Ward,"SVP, Application Developers Alliance and Analyst",GigaOM Pro
,,,,,,,,Aaron Watkins,"President, Appency and Analyst",GigaOM Pro
,2:10 PM,Lower latency => better UX + higher profits,,"The speed at which you deliver is directly proportional to your users experience and your profits. As more apps and services are provisioned from the mobile cloud, how can companies and carriers better performance on mobile devices? Costly bandwidth increases are a start, but solutions such as hosting content closer to the user, using CDNs, reducing duplicate data streams and recognizing popular services to alleviate these problems are being explored. ",Stacey Higginbotham,Senior Writer,GigaOM,Kris Alexander,Chief Strategist for Connected Devices,Akamai Technologies
,,,,,,,,Serban Simu,"VP of Engineering
",Aspera
,2:30 PM,Hidden opportunities: ethnography in mobile,,"Focus groups and surveys can only tell you so much. Companies and startups in the mobile business also need to know the right problems to solve, which involves understanding people's implicit needs and unknown desires. This session takes an in-depth look at ethnography and what happens out in the field with social scientists, through techniques such as conversation analysis and the monitoring of social groups. How can individuals, companies and investors use ethnography to detect (and filter) emerging trends in mobile and identify unmet needs in order to develop compelling mobile products and services quickly and increase the chance of success?",,,,Ellen Isaacs,Principal Scientist and Ethnographer,"PARC, a Xerox company"
,2:50 PM,Enabling cloud-based health care for millions,,"M-health is still not very scalable at the moment, with many proprietary solutions currently on the market. In this session we discuss the potential of the 2net Platform to enable any third-party developer to design apps for any sensor or medical device. What business models emerge as a result? Do m-health companies have the opportunity to do more than just nudge their users to improve their well-being? By working with health-care providers and corporations themselves, the m-health industry also has the potential to incentivize people to lead healthier lives, radically altering the health-care insurance industry.",Jody Ranck,Analyst,GigaOM Pro,Clint McCellan,"Senior Director, Market Development, Qualcomm and President and Chairman",Continua Health Alliance
,3:10 PM,BREAK,,(Optional Workshops - Located on Level 2),,,,,,
,,3:25 PM - Qualcomm Sponsor Workshop - Conference Room 1,Making Science Fiction a Reality:  Qualcomm Tricorder X PRIZE,"The $10 million Qualcomm Tricorder X PRIZE is a global competition to stimulate innovation and integration of precision diagnostic technologies, putting healthcare in consumer’s hands.  The winning team(s) must accurately diagnose a set of diseases independent of a healthcare professional or facility while providing the best consumer user experience.

STAR TREK, TRICORDER and related marks and logos are trademarks of CBS Studios Inc. Used under license.",,,,Vicki Smith," Sr. Manager, Global Strategy and Market Development",Qualcomm Life
,,3:25 PM - App Annie Sponsor Workshop - Conference Room 2,How App Store Market Data Can Change Your Business?,Have you ever wondered why some companies just seem to be ahead of the curve on app stores? Is it luck? Wizardry? Or scientific app store data? Come discover the science behind some of the most successful app store strategies today. We guarantee it'll help improve your app store ROI.,,,,Vatsal Bhardwaj,Head of Product Management,Storm8
,,,,,,,,Bertrand Schmitt,CEO,App Annie
,,3:25 PM - inneractive Sponsor Workshop - Conference Room 3,The Rise of the App Monetization Exchange,"The mobile world is experiencing a strong trend of consolidation in app stores, mobile platforms, and now in mobile app monetization. Developers are bombarded with pitches from ad networks, agencies, mediation platforms, RTB, etc. Solution? App monetization exchanges that integrate hundreds of tools to maximize publisher revenue. Come learn how!
",,,,Assaf Benjamin,VP Business Development,inneractive
,,,,,,,,Offer Yehudai  ,Co-Founder and President,inneractive
,4:10 PM,The business model for mobile wellness,,"Even though informed consumers are shifting the health-care paradigm away from the current physician-led system, mobile-health apps do not tend to make it to the top of app stores. However, download revenue, advertisement sales and device sales make a compelling business model. Health-monitoring functions combined with easy-to-use interfaces and options for direct data sharing have driven adoption and have also proved to be the best way of marketing a mobile health-care device. Mobile-health app developers are also well-positioned as collectors of vast amounts of medical data for their users, ideal for personalizing recommendations for improving health but also for recommending new products. How are m-health companies utilizing the data they collect?",Jody Ranck,Analyst,GigaOM Pro,Jason Jacobs,CEO and Founder,RunKeeper
,,,,,,,,Halle Tecco,Founder and CEO,Rock Health
,4:40 PM,"Incubating killer services: identity, platforms and metrics",,"No matter how cool or pervasive text messaging and 140-character services have become, we can still be assured of one thing: Voice is the killer app for mobile. But will it keep its roost? In this session we engage two of the industry's top product managers to tap into their insights into what consumers are demanding of voice services, how they are coping with fragmented and diverse electronic identities, and what opportunities for new services are being offered by new platforms.",Stacey Higginbotham,Senior Writer,GigaOM,Brad Duea,"SVP, Marketing",T-Mobile USA
,,,,,,,,Rob Williams,Co-Founder and CEO,Sidecar
,5:00 PM,LAUNCHPAD,,"Meet GigaOM's picks for the companies that have the ""right stuff"" to succeed in the mobile marketplace.",Kevin Tofel,Senior Writer,GigaOM,Rob Coneybeer,Managing Director,Shasta Ventures
,,,,,,,,Vab Goel,General Partner,Norwest Venture Partners 
,,,,,,,,Tim Lee,Partner,Sequoia Capital
,5:55 PM,CLOSING REMARKS,,,,,,,,
,6:00 PM,E*TRADE COCKTAIL RECEPTION,,,,,,,,
9/21/2012,,,,,,,,,,
,8:00 AM,REGISTRATION & BREAKFAST,,,,,,,,
,9:00 AM,OPENING REMARKS,,,,,,Kevin Tofel,Senior Writer,GigaOM
,9:05 AM,The state of SoLoMo and the in-store experience,,"Mobile commerce is already being shaped by SoLoMo, but as major retailers already possess valuable information about their customers, targeting them with products while they are in the store or nearby is the next step. The potential for customer interactions is endless. Directions to departments, product information and reviews, stock checking, coupons, and payments can all be brought into the mix, transforming the way we shop in stores large and small. What's the next frontier for this user experience?",Phil Hendrix,"Founder and Director, immr and Analyst",GigaOM Pro,Aaron Emigh,Co-Founder and CTO,shopkick
,,,,,,,,Marc Parrish,"VP, Loyalty and Retention Marketing",Barnes & Noble
,,,,,,,,Gibu Thomas,"SVP, Mobile and Digital",Walmart
,9:35 AM,Taking a bite from the Apple: disrupting the app-distribution model,,"Savvy developers are working around app stores by hurtling toward the freemium-focused business model and monetizing in-app purchases instead. Distribution alternatives are also emerging: Developers are finding new channels and ways to increase app discovery, especially if they serve a niche market and a direct-distribution model is more effective. In this session we talk to some of the disrupters and new players entering the app space. With everyone courting developers, what are the best bets for selling more apps?",Aaron Watkins,"President, Appency and Analyst",GigaOM Pro,Chris Dury,CEO,GetJar
,,,,,,,,John Ellis,"Chief Technologist, Connected Services and Solutions",Ford Motor Company
,,,,,,,,Tomer Kagan,Co-Founder and CEO,Quixey
,,,,,,,,Ouriel Ohayon,Co-Founder,Appsfire
,10:05 AM,Networks built for data: Can we keep up?,,"T-Mobile was the first carrier to announce that it would be repurposing most of its 2G spectrum to HSPA+ and LTE. So what does this mean for the services and apps that run on the network, and what will developers be able to do that they can't now? This session focuses on the shift in business model, what it means for the rest of the ecosystem, and whether there are any ROI benefits in the short to medium term.",Chetan Sharma,"President, Chetan Sharma Consulting and Analyst",GigaOM Pro,Neville Ray,CTO,T-Mobile USA
,10:25 AM,BREAK,,(Optional Workshops - Located on Level 2),,,,,,
,,10:40 AM - InterDigital Communications Sponsor Workshop - Conference Room 1,Re-Imagining Wireless: Vision2020 – Will You be Ready?,"A preview of a thought-provoking technology roadmap that addresses fundamental changes for the wireless devices, networks, and services of the future.  Followed by a stimulating panel discussion on how companies across the wireless ecosystem can prepare to capitalize on some exciting new opportunities.",,,,John Badillo,VP of Sales,Truphone
,,,,,,,,Assaf Benjamin,VP Business Development,inneractive
,,,,,,,,Alan Carlton ,Sr. Director Technology Planning,InterDigital
,,,,,,,,John Fallows,Co-Founder and CTO,Kaazing
,,,,,,,,Sanjiv Parikh,VP of Investments and Corporate Development,HTC
,,,,,,,,Nick Pike,VP of Partnerships,Vox Mobile
,,,,,,,,Allen Proithis,VP Business Development and Strategic Solutions,InterDigital 
,,10:40 AM - Qualcomm Sponsor Workshop - Conference Room 2,The 1000x Mobile Data Challenge,"Mobile data traffic is exploding. Globally, the traffic has been doubling every year. However, now the industry is preparing for an astounding 1000x increase. Join us to learn how Qualcomm is leading the charge through its compelling technologies and path breaking innovations in preparing the industry for this “1000x challenge.”",,,,Prakash Sangam,"Sr. Manager, Tech Marketing",Qualcomm
,11:25 AM,Zillow: getting to #1 through mobility,,Zillow is remarkable for being the No. 1 real estate service on the web. What is more remarkable is that for many years its competitors took the top spots. We explore how it propelled itself into the No. 1 spot by leveraging the seismic market shift to mobility. We further explore how it will defend its market leadership through mobility and how other industries should design mobility properly into consumer experiences to maintain relevance.,Om Malik,Founder and Senior Writer,GigaOM,Spencer Rascoff ,CEO,Zillow 
,11:45 AM,"Connectivity, content and context",,"The marketplace demands experiences that work together, are intuitive, and, above all, are simple. One of the key challenges for entrepreneurs and product managers is the fragmentation of platforms and development environments. This session outlines how HTML5 will extend the mobile experience across sectors such as auto, health care and more.",Kevin Fitchard,Senior Writer,GigaOM,Sebastien Marineau-Mes,SVP BlackBerry OS and QNX Engineering,RIM/QNX Software Systems
,12:00 PM,The glorious MVNO reinvention,,"Mobile virtual network operators (MVNOs) all but died out in the past decade, but over the past year a bevy of the new virtual carriers has sprung up, focused on cheap data services. The big carriers are starting to see the financial benefit in sharing their precious data network assets with wholesale partners, but those same partners are challenging the fundamental notions on which carriers have built their business models: that data is expensive and must be metered and that phones should be cheap.",Kevin Fitchard,Senior Writer,GigaOM,David Morken ,Co-Founder and CEO,Bandwidth.com
,,,,,,,,Elliot Noss,CEO,Tucows
,,,,,,,,Steven Sesar,COO,FreedomPop
,12:20 PM,Apponomics: what makes apps a hit,,"Some apps are making vast amounts of money, and some are not. Using the latest behavioral research, insight by the numbers, user acquisition patterns and stats on in-app purchases, panelists will discuss the monetization trend and whether there is a recipe for a successful, profitable app as well as techniques for optimizing the revenue per user. Panelists will also debate whether the 30 percent revenue-share stranglehold by Apple is harmful for the industry and if it will last, how developers can overcome the app-discovery challenge, and how important third-party platforms will be for designing mobile apps. ",Tom Krazit,Senior Writer,GigaOM,Raj Aggarwal,CEO and Co-Founder,Localytics
,,,,,,,,Jeff Haynie,CEO,Appcelerator
,,,,,,,,Josh Williams,President and Chief Science Officer,Kontagent
,12:50 PM,LUNCH,,(Optional Workshops - Located on Level 2),,,,,,
,,1:05 PM - GigaOM Pro Analyst Roundtable - Conference Room 4,BYOD everywhere: Unknown isn't always a threat,"Why does freedom with personal devices still spook some of us? Join Pro analyst Davi Ottenheimer for a discussion about the risks around the bring-your-own-device movement and both tactical and strategic management solutions. 

*To RSVP for the analyst roundtable, please stop by the GigaOM Pro booth on the second floor of the conference center.",,,,Davi Ottenheimer,Analyst,GigaOM Pro
,1:50 PM,"The multidevice, multiscreen connected home",,"Always-on complex devices and sensors, all produced by different manufacturers, connecting via different broadband technologies now all need to interact with one another to serve needs for security, home automation and entertainment. What will the user interface look like that will control and manage all of these devices, both in the home and on the road? With the potential for a lot of noise coming out of a lot of devices, how the different devices communicate and coordinate with one another and what information is relayed to the user become significant. Seamless access to content and multimedia has further challenges, due to different platforms and form factors. Can one platform run everything?",Kevin Tofel,Senior Writer,GigaOM,Bill Brown,"GM, Converged Consumer Solutions",Motorola Mobility
,,,,,,,,Eric Bruno,"VP of Strategy and Planning, Consumer and Mass Business Markets
",Verizon Communications
,,,,,,,,Chris Jaffe, Director of Product Innovation,Netflix
,2:00 PM,"GigaOM Pro Mapping Session — Conference Room 4, Level 2 ",Making mobile shopping pay,"Mobile-phone ""showrooming"" rightly terrifies retailers. Where are all the mobile revenues we were promised along with our jet packs? This Mapping Session* will define the next 12 to 18 months in the mobile retail sector, or, rather, the lack thereof: Who will come up with the elusive sustainable business model, and does it actually exist?

*Mapping Sessions are invitation-only industry insight events for GigaOM
 Pro subscribers. If you are interested in learning more, please stop by 
the GigaOM Pro booth on the second floor of the conference center.",David Card,VP Research,GigaOM Pro,Phil Hendrix,"Founder and Director, immr and Analyst",GigaOM Pro
,,,,,,,,Laurie Lamberth,"Founder and VP, Business Development, Lamberth & Associates and Analyst",GigaOM Pro
,2:20 PM,From the research labs: sponsored by InterDigital,,"From bright ideas to wireless breakthroughs, this session explores it all. Representing leading North American universities, ten finalists present their submissions to the InterDigital Innovation Challenge (I2C), an engineering contest in collaboration with Calit2 at U.C. San Diego. The I2C promotes advanced wireless R&D by awarding $175,000 among the most innovative projects. Preview the future of mobile and find out who wins the $100,000 first prize. ",,,,,,
,3:20 PM,Designing for mobile and re-inventing commerce,,"Square has already declared that they don't like NFC. With a rapidly growing number of users, Square is still deeply commited to design and user experience. We discuss the future of mobile payments, the way Square is re-inventing commerce and their suggestion that apps and mobile devices are killing the web.",Ryan Kim,Staff Writer,GigaOM,Keith Rabois,COO,Square
,3:40 PM,BREAK,,,,,,,,
,4:20 PM,A unified platform for personalized learning,,"Digitizing educational content has the potential to transform the way we learn and to change the way in which teachers and students interact. Given that cost is a major barrier to adoption for students, content producers will need to transform the way they create and distribute material in order to increase uptake. The greatest challenge for digital publishing may actually lie in getting students to adapt their own learning styles, retraining teachers, and getting the education system to adapt. What sort of content will lead to a more personalized learning experience, and how do the needs of university departments differ? In this fragmented market, what new ways will emerge to distribute content online, and what can we learn from other models being adopted in other industries? ",Mathew Ingram,Senior Writer,GigaOM,Vineet Madan,"SVP, New Ventures and Strategic Services",McGraw-Hill Education
,,,,,,,,Mehdi Maghsoodnia,CEO,Rafter
,4:40 PM,A full-stack platform approach for a fragmented mobile landscape,,"After two decades we have discovered that the end points of the internet are not PCs but rather small mobile devices. This has caused a shift in consumer expectations: Users demand apps with extremely responsive interfaces that are always online, no matter where they are. This re-platforming has given rise to a whole new set of challenges that were not present on the desktop web: offline syncing, spotty connections and a fragmented mobile landscape. Much of the technology stack that worked for desktop web apps has to be rebuilt from scratch, and it needs to be rebuilt for each mobile device type too.",Stacey Higginbotham,Senior Writer,GigaOM,Kevin Lacker,CTO,Parse
,4:55 PM,CLOSING REMARKS,,,,,,,,
,5:00 PM,WEBTRENDS COCKTAIL RECEPTION,,,,,,,,
