Date,Time,Title,Subtitle,Description,Speaker,Speaker Title,Speaker Company,Panelist,Panelist Title,Panelist Company
,3:10 PM,How was it for you?,,"Let's face it, there has been a ton of hype about the cloud. It's time to talk to the people who grind the sausage. In this discussion we'll talk to actual deployers of the cloud and hear about their lessons learned — both positive and negative — and talk about consequences — intended and otherwise — of moving workloads to the cloud.",Barb Darrow,Senior Writer,GigaOM,Bruno Silva,Research Computing Platforms Team Leader,University College London
,,,,,,,,Russell Warman,Head of Infrastructure,Trader Media Group
,3:30 PM,BREAK,,(Optional Workshops),,,,,,
,,"3:45 PM - Nuage Networks Sponsor Workshop - Sidney Suite, Level 1",The true potential of network virtualization,"While much has been said about network virtualization, current solutions remain limited to simplistic use cases, restricting services within boundaries of single data centers or virtualized islands. We describe a novel approach that fulfills the promise of massively scalable network virtualization and enables the seamless interconnection of cloud services with existing enterprise environments.",,,,Scott Sneddon,Principle Solutions Architect,Nuage Networks
,,"3:45 PM - HGST Sponsor Workshop - Beaumont Suite, Level 1",The overlooked disk drive and the (R)evolution of storage ,"Whether you think about it or not, storage is at the center of your applications, services and data centers, and it’s at the heart of the world’s digital infrastructures. Learn about the future of HDDs and flash and discover new innovations and value propositions that can help improve your bottom line.",,,,Manfred Berger,Sr. Manager Cloud and Mobility EMEA,HGST
,,"3:45 PM - DataDirect Networks Sponsor Workshop - Harpley Suite, Level 1",New approaches to performance and efficiency that achieve exceptional cloud storage economics at scale,Web applications and cloud repositories are driving unprecedented levels of performance and capacity requirements for storage. Current infrastructure can be dramatically wasteful at these levels of scale. The challenges encountered lead to underperforming ROI that can be improved. Please join us for a discussion around these challenges and new solutions.,,,,Tom Leyden,Director of Product Marketing,DataDirect Networks
,4:30 PM,Trading places: the cloud commodities market,,"Is it feasible to buy and sell compute instances the way we buy and sell stocks or other commodities? We're seeing the beginning of such markets, but it's early in the game. This panel will discuss what has to happen both infrastructurally and in IT mindsets to make these exchanges a reality and what role governmental agencies will play if that is the case.",Ben Kepes,"Analyst, Diversity Limited and Analyst",GigaOM Research,John Cowan ,Co-Founder and CEO,6Fusion
,,,,,,,,James Mitchell,Founder and CEO,Strategic Blue
,4:55 PM,Structure San Francisco LaunchPad winner,,Salt Stack was the LaunchPad winner in San Francisco in June 2013.  We're happy to have them with GigaOM in London to show the same presentation that earned them top marks in the U.S.,,,,Marc Chenn,Co-Founder and CEO,SaltStack
,5:00 PM,LaunchPad,"We feature the young and few companies that we think will change things for the many. Come meet them. For company profiles, see the <a href=""http://event.gigaom.com/structureeurope/startupzone/"">Startup Zone page</a>.","<p>Company 1: AquamatiX</p>
<p>Company 2: Cloud 66</p>
<p>Company 3: cloudbase.io</p>
<p>Company 4: ECmanaged</p>
<p>Company 5: import.io</p>
<p>Company 6: Lunacloud</p>
<p>Company 7: SecludIT</p>
<p>Company 8: Stackdriver</p>
<p>Company 9: Tresorit</p>
<p>Company 10: Waymate</p>",Chris Albrecht,Creative Director,GigaOM,Kevin Brown,General Partner,Reed Elsevier Ventures
,,,,,,,,Simon Menashy,Investment Manager,MMC Ventures
,,,,,,,,Julie Meyer,Chairman and Chief Executive ,Ariadne Capital
,6:00 PM,CLOSING REMARKS,,,,,,,,
,6:05 PM,HEWLETT PACKARD COCKTAIL RECEPTION,,,,,,,,
9/19/2013,,,,,,,,,,
,8:00 AM,REGISTRATION & BREAKFAST,,,,,,,,
,8:45 AM,OPENING REMARKS,,,Chris Albrecht,Creative Director,GigaOM,,,
,8:50 AM,Building a cloud ecosystem for Europe,,"As the cloud market evolves, business needs such as a federated cloud, agility and trusted partnerships are emerging from European customers. While the long-term vision is to enable an easy-to-consume IT as a service through leading technology, there is some groundwork to be done in establishing a fertile ecosystem in Europe that will make that vision happen. EMC has been leading efforts globally, and in this talk we will hear the progress from EMC and its partners on how this cloud ecosystem is delivering business value to its European customers.
 ",Jo Maitland,Research Director,GigaOM Research,Jason Capitel,COO EMEA,EMC
,9:05 AM,"Is cloud computing a technology, an operations model or a business strategy?",,"Cloud computing is usually viewed as a set of information technologies or as an operations model, with benefits primarily categorized as cost reduction and business agility. These benefits are certainly useful, but can the cloud offer more than merely incremental improvements and rise to become a central component of business strategy? If so, how?  This provocative talk by the author of Cloudonomics will offer frameworks, examples and insights at the intersection of business and technology.",,,,Joe Weinman,"SVP, Cloud Services and Strategy",Telx
,9:20 AM,"Dude, it's the Dell cloud!",,"Public? Private? Both. Dell cloud chief Nnamdi Orakwue will discuss the company's bold, multipronged plan of attack that relies on partners for public cloud while it builds out a massive OpenStack private cloud for customers.",Barb Darrow,Senior Writer,GigaOM,Nnamdi Orakwue,"VP, Cloud",Dell
,9:40 AM,Challenges and opportunities in cloud computing and big data,,"The true disruptive potential of cloud computing and big data technologies has not been fully realized. Many still see cloud computing and big data technologies as cheaper or faster alternatives to existing systems. In this talk, we will explore what scenarios may be possible if we think more broadly around how to leverage these technologies. We will share examples from product development, customer success stories and projects for social good.",Derrick Harris,Senior Writer,GigaOM,Dave Campbell,"CTO, Cloud and Enterprise",Microsoft
,10:00 AM,The roots of the Helix Nebula,,"With a name like the Helix Nebula, it must be something special. And it is. The Helix Nebula is a bold pan-European initiative to create a supercomputing resource that will help crack some of the hardest problems mankind faces in its quest for knowledge. High-energy physics, molecular biology and Earth observation data will form the first test frontiers for the system. In this fireside chat we talk to Maryline Lengert of the ESA, who conceived and executed on the vision of this amazing resource for European scientists.",David Meyer,Senior Writer,GigaOM,Maryline Lengert,Senior Advisor,European Space Agency
,10:20 AM,BREAK,,(Optional Workshops),,,,,,
,10:20 AM,"GigaOM Research Mapping Session - Prescot Suite, Level 1","<a href=""http://structureeurope2013mappingsession.eventbrite.com/"">Selecting your cloud infrastructure in Europe</a>","The market for cloud infrastructure in Europe is becoming more rich and complex every day; big, international players like Amazon and Google continue to extend their offerings inside the EU, as European telcos such as Deutsche Telekom and Orange transition from running managed data centers toward full-featured cloud products. A number of disruption vectors are clearly at play in Europe: the rise of national and regional providers, recent revelations around PRISM, concerns around data security, anti-U.S. sentiment and more. Join GigaOM Research analysts for a highly interactive discussion to explore and identify the key issues for the coming year. <a href=""http://structureeurope2013mappingsession.eventbrite.com/"">RSVP here.</a>",Jo Maitland,Research Director,GigaOM Research,Rene Buest,"Principal Analyst, New Age Disruption and Analyst",GigaOM Research
,,,,,,,,Jon Collins,Analyst,Inter Orbis and GigaOM Research
,,,,,,,,Paul Miller,"Founder, Cloud of Data and Analyst",GigaOM Research
,,"10:35 AM - Rackspace Sponsor Workshop - Sidney Suite, Level 1",Tearing down silos and building your enterprise devops engine,"Virtualization is a technology and cloud computing a business model. To effectively embrace cloud technology, you need to transform the way your business operates. In this session find out how to adopt devops to provide business agility, allowing you to deliver services quickly and efficiently to market, keeping that competitive advantage.",,,,Lindsay Cassidy,Senior Technology Strategist,Rackspace
,,"10:35 AM - ODCA Sponsor Workshop - Beaumont Suite, Level 1",The Open Data Center Alliance drives the enterprise-ready cloud,"Join ODCA board members Capgemini and UBS and Intel, the Alliance's technical advisor, as they discuss strategies for the enterprise-ready cloud, driven by the ODCA's usage models. Learn about the organization and how your company can also benefit from the alliance's unified voice on cloud deployment requirements.",,,,Allyson Klein,"Director of Leadership Marketing, Intel",ODCA Technical Advisor  
,,,,,,,,Harish Rao,"SVP, CTO, Infrastructure Services, Capgemini",ODCA Board Representative 
,,,,,,,,Correy Voo,"CTO - Platform Services and Applied Innovation, UBS",ODCA Board Member
,,"10:35 AM - Arago Sponsor Workshop - Harpley Suite, Level 1",IT ops of the future: AI and analytics-based automation ,"Automating IT operations is about as old as IT itself. Most automation techniques to date are based on the industrial paradigm of economies of scale. In a world where one year is a century and where customer demand changes virtually every day, these techniques no longer do the trick. Arago’s founder and CEO, Chris Boos, will show a new approach to IT automation where artificial intelligence is used instead of standardization and data analytics instead of procedure. This new approach no longer puts people against machines but creates machine-augmented experts instead. ",,,,Chris Boos,CEO,arago AG
,11:20 AM,Mission not so impossible: a truly secure cloud?,,"The nature of cloud computing is that our data or workloads are out there, beyond our purview. Given that, can that data be truly safe from the bad guys? Or is it actually as safe or safer than it was in our aging in-house server rooms and data centers?",Greg Ferro,"Network Architect, Ca and Analyst",GigaOM Research,Joe Baguley,"CTO, EMEA",VMware
,,,,,,,,Gavan Egan    ,VP Sales,Verizon Terremark Europe
,,,,,,,,Adrienne Hall,"GM, Trustworthy Computing ", Microsoft 
,,,,,,,,Hila Meller,Head of Security Strategy EMEA,CA Technologies
,11:45 AM,"Amazon vs. the world: How can cloud service providers compete?
",,"In this panel debate moderated by GigaOM’s David Meyer, Tony Lucas, the founder and VP Product at Flexiant, will join Ditlev Bredahl, the CEO of OnApp, to debate how cloud service providers can compete against industry giants like Amazon. The discussion will highlight common challenges and alternative approaches to positioning and propositions. Panelists will debate whether federation, differentiation, growth through resellers or geographical scale is the right approach for cloud service providers.",David Meyer,Senior Writer,GigaOM,Ditlev Bredahl,CEO,OnApp
,,,,,,,,Tony Lucas,Founder and SVP Product,Flexiant
,12:05 PM,Can open-source hardware reinvent the data center?,,"Billions of people and their many devices will be coming online in the next decade, and the industry is building out a huge physical infrastructure to support this growth. But we are doing so in a largely closed fashion. In this fireside chat, Frank Frankovsky will provide an update on the latest developments in the Open Compute Project, a consumer-led community that's pushing for more openness and a greater focus on scale, efficiency and sustainability.",Jo Maitland,Research Director,GigaOM Research,Frank Frankovsky,"VP, Infrastructure",Facebook
,12:20 PM,"A ""cloudnostic"" future",,"There has been a massive shift in the way people access and manage their data. Information resides on multiple repositories on multiple platforms, and the successful search and data technologies of the future will be cloudnostic. It doesn't matter where your data resides; it matters if you can access it.",Mathew Ingram,Senior Writer,GigaOM,Brad Garlinghouse,CEO,Hightail (formerly YouSendIt)
,12:35 PM,5 essential tools for optimizing IaaS,,"Over the past few years, PAYG IaaS has been a revolution in the market, dramatically changing how we both commercially and technically delivery IT capability. How IaaS works and what it can deliver is now starting to be well understood. However, what many users miss is the control and management infrastructure that is essential to work with it to optimize cloud applications and exploit the commercial and technical benefits.",,,,Nigel Beighton,VP of Technology,Rackspace
,12:50 PM,Digital by default: transforming UK government services,,"Over the past year, the UK government has unveiled an ambitious new program for transforming its services to make them ""digital by default."" That's leading to radical changes in how services are built and operated, with a new cloud-first policy, a focus on open standards and a drive to establish a new supply chain to support that work. What's the ambition for that program, how is it developing, and how can more suppliers get involved?",,,,James Stewart  ,Head of Technology,"Government Digital Service, Cabinet Office"
,1:00 PM,LUNCH,,,,,,,,
,1:00 PM,"GigaOM Research Roundtable - Prescot Suite, Level 1","<a href=""http://structureeurope2013roundtable2.eventbrite.com/"">A brave new big data linked world</a>","Can Hadoop really be all things big data to all people? And if not, what are the alternatives out there and what are they good for? In this lunchtime roundtable, we'll discuss some of the ways in which technologies and standards such as linked data and the semantic web can help bridge the metadata and domain knowledge gap and shape the landscape of a brave new big linked data world. <a href=""http://structureeurope2013roundtable2.eventbrite.com/"">RSVP here.</a>",,,,George Anadiotis,"Founder and CEO, Linked Data Orchestration and Analyst",GigaOM Research
,2:00 PM,Data center dilemmas: cost vs. ecosystem,,"As cloud purveyors pack more workloads and data into massive data centers, what design considerations come to the fore? Does the advent of cloud computing mean a greener, more sustainable model going forward, or is it just shifting loads to bigger, not necessarily better, data centers?",Katie Fehrenbacher,Senior Writer,GigaOM,Niall McEntegart,European Datacenter Operations Manager, Facebook
,,,,,,,,Mark Thiele,EVP of Data Center Technology,Switch
,2:20 PM,How to bite off more than you can chew and succeed: the big data infrastructure guru's speak,,"What's big data to me might not be big data to you, but these guys have dealt with data that's big by anyone's definition. They'll tell tales of managing huge systems and huge amounts of data for the National Security Agency, Yahoo, LinkedIn and other organizations, and how the methods for doing are now making their way into mainstream businesses.",Tim Moreton,CTO,Acunu,Ron Bodkin,CEO,Think Big Analytics
,,,,,,,,Adam Fuchs,CTO,Sqrrl Data
,,,,,,,,Bhaskar Ghosh,"Senior Director of Engineering, Data Infrastructure
","LinkedIn
"
,,,,,,,,Raymie Stata,CEO,Altiscale
,2:45 PM,A view from the bridge,,"Who controls IT adoption at the enterprise? Is it the worker bees with their iPads, mobile apps and Amazon Web Services accounts? Is it the beleaguered C-level suite? Or does it even matter anymore?",Jon Collins,Analyst,"Inter Orbis and Analyst, GigaOM Research",Matthew Finnie,CTO,Interoute
,,,,,,,,Simon Short,"CTO, Head of Digital",Capgemini
,3:05 PM,BREAK,,(Optional Workshops),,,,,,
,,"3:20 PM - CertiVox Sponsor Workshop - Sidney Suite, Level 1","Strong authentication for your cloud services that removes your largest threat vectors, the username and password database, and all single points of failure",See why M-Pin Strong Authentication System with CertiVox's Distributed Trust Cloud Architecture removes all single points of failure and your most critical threat vector — the username and password database — while providing two-factor authentication out of the box and a dramatically improved user experience in one solution. Don’t trust us: Read the analysts' opinions on http://www.certivox.com.,,,,Brian Spector,CEO,CertiVox
,4:05 PM,Post PRISM panopticon: confidence in public cloud computing,,"After recent revelations about the U.S. National Security Agency's data collection program, how can European businesses take advantage of cloud technologies and still maintain reasonable security and data privacy? Projects like PRISM and the roughly analogous UK Tempora may have far-reaching implications for users of the public cloud. 
 ",David Meyer,Senior Writer,GigaOM,Dan Gillmor,Author and Professor,Arizona State University
,,,,,,,,Jason Hoffman,Founder,Joyent
,,,,,,,,Markus Rex,CEO,ownCloud
,4:30 PM,Devops: Is synchronicity here?,,"The goal of devops is to get developers and operations people working in concert, not at cross purposes, with the goal being better software delivered faster. What pain points remain, and are they getting any better? This panel will take on the billiion dollar question, Are we there yet?  ",David Mytton,Founder and CEO,Server Density ,Dan Belcher,Co-Founder,Stackdriver
,,,,,,,,Erik Dalén,System Engineer,Spotify
,,,,,,,,Andy Piper,Developer Advocate,Pivotal
,,,,,,,,Gábor Vészi,Engineering Manager,Prezi
,5:00 PM,CLOSING REMARKS,,,,,,Barb Darrow,Senior Writer,GigaOM
,,,,,,,,Derrick Harris,Senior Writer,GigaOM
,,,,,,,,Om Malik,Founder and Senior Writer,GigaOM
,5:05 PM,COCKTAIL RECEPTION,,,,,,,,
