Time,Title,Subtitle,Description,Speaker,Speaker Title,Speaker Company,Panelist,Panelist Title,Panelist Company
,GigaOM Pro Workshop – Room 2,The Future of Connected TVs,"The TV is no longer a dumb screen. Today's new TVs come with embedded networking, powerful processors and full-fledged  software platforms that enable interactivity, content storefronts and visual communication.  As TVs move towards becoming powerful content and communication delivery devices, there will be many changes. Some of the topics of covered in this workshop: Do connected TVs change the viewing experience from a lean-back to a lean-forward, highly engaged one? Do TV manufacturers become content curators and service providers? Do connected TVs disintermediate the service provider, or is there room in the ecosystem for pay-TV operators? Do connected TVs spell the end for set-top boxes and game consoles?
",Michael Wolf,VP Research,GigaOM Pro,Richard Bullwinkle,Chief Evangelist,Rovi
,,,,,,,Matt Milne,EVP and General Manager,DivX
,,,,,,,Buddy Snow,"Senior Director, Solutions Marketing,Broadband Home Solutions",Motorola Mobility
1:35 PM,The New Star Maker - Blip.TV,,"The democratization of video production has lead to many grass roots content producers getting productions out there ""on the web"".  The channel that has successfully established itself as the ""go-to"" for the the new generation of stars and producers is Blip.tv. In this talk Blip.tv co-founder and CEO talks about how Blip.tv has become the first port of call for many content producers and where he will be taking Blip.tv.",Colin Brown,Contributing Editor,CNBC Business,Mike Hudack,CEO,blip.tv
1:55 PM,Searching for the big hit - Bringing Google to TV's,,"Google captured the smart phone market with its Android operating system. Now it's trying to do the same in the living room with Google TV. Can the platform compete against Apple & Co.? What sets Google TV apart, and what is the company going to offer content owners interested in a presence on the platform?",Janko Roettgers,Co-Editor NewTeeVee ,GigaOM,Rishi Chandra,"Product Lead, Google TV",Google
2:15 PM,Convergence's Missing Link: The Set-Top Box and Mobile Gap,,Omar Javaid is the head of convergence for major set top box manufacturer Motorola. In this talk he outlines the bold new futures that are possible for content creators and service providers as we look at how we can define further the relationship between the set top box and the mobile devices we have.,,,,Buddy Snow,"Senior Director, Solutions Marketing,Broadband Home Solutions",Motorola Mobility
2:25 PM,"Everything Old Is New Again, Only Moreso",,"Drawing from research into how people are watching video in the Internet age, Peter Merholz, president of user experience design firm Adaptive Path, will share his insights on people's underlying motivations for engaging with video, and how ""new tee vee"" offerings can better capitalize on actual audience behavior.",,,,Peter Merholz ,President ,Adaptive Path
2:40 PM,The Age of App TV is Coming...,,"TV apps are destined to become a big business, and Samsung is leading the charge among consumer electronics manufacturers in developing a developer ecosystem. In this chat, Samsung's Olivier Manuel will discuss how Samsung is creating incentive's for developers to build apps for its TVs and devices.",Michael Wolf,VP Research,GigaOM Pro,Olivier Manuel,Director of Content,Samsung Electronics America
3:00 PM,"Single Space, New Channels:  Television's Multi-Layered Future",,"4-time Emmy Award Winner Dale Herigstad, Chief Creative Officer of Schematic, discusses the future of media consumption within a single space environment, in which each viewers’ unique experience is dynamically created based on their interests, social connections and viewing preferences.  The presentation will explore how content producers, networks and technology companies can best prepare for this new paradigm with discussion of topics such as social sharing, cross platform design and dynamic assemblage technologies.
",,,,Dale Herigstad,Chief Creative Officer ,Schematic 
3:10 PM,Justine Bateman: Web Maven,,"Actress Justine Bateman has worked for decades within the Hollywood system, from ""Family Ties"" to ""Desperate Housewives.""  But her recent work has brought her online as an in-demand actress on high-profile projects like ""Easy to Assemble"" and ""Level 26"" and as a producer and new media authority.  We'll talk about how she's seen the industry evolve, and where she thinks it's going next.
",Liz Shannon Miller,Co-Editor NewTeeVee ,GigaOM,Justine Bateman,"Producer, Writer, Consultant, Actor",SECTION 5
3:20 PM,YouTube: Still at the Top,,Hunter is the person in charge of product for industry leader YouTube. We talk to him about the previous year and some of the initiatives taken by his team and what things we might look forward to in the coming year.,Janko Roettgers,Co-Editor NewTeeVee ,GigaOM,Hunter Walk,"Director, Product Management",Google
3:40 PM,BREAK,,(Optional Workshops - Located on Level 2),,,,,,
,GigaOM Pro Workshop – Room 2,Monetizing the New Social Face of Television,"The coming convergence between tn online social systems, the set top box and mobile devices has many people looking at the potential opportunity to gain new revenue streams. In this GigaOM Pro panel we combine several leading thinkers and you, our audience, to engage in a debate about what some of the new forms will look like and more importantly how we will make them sustainable with revenue.",Michael Wolf,VP Research,GigaOM Pro,Itzik Cohen ,CEO,ClipSync
,,,,,,,Bill Niemeyer,Senior Analyst,The Diffusion Group
,,,,,,,Robin Sloan,Media Partnerships,Twitter
4:20 PM,Now Seeding BitTorrent's Future,,"BitTorrent Inc. has had many lives. The company initially tried to established a P2P-based download store for mainstream Hollywood, then aimed to help publishers distribute bits more effectively. Now it's gone back to its roots, embracing its community while innovating on top of its core technology. What's going to come next from BitTorrent?",Janko Roettgers,Co-Editor NewTeeVee ,GigaOM,Bram Cohen,Chief Scientist and Co-Founder,BitTorrent
4:40 PM,Fox TV's Social Innovation Glee!,,"With a major social marketing push for Glee and a new interactive video player for So You Think You Can Dance, Fox Broadcasting has been at the forefront of using new social tools to drive interest in its shows. Vice President of Innovation Hardie Tankersley will discuss what Fox has learned so far, and what is in store for the new fall season.",Colin Brown,Contributing Editor,CNBC Business,Hardie Tankersley,"VP, Innovation", Fox Broadcasting Company
5:00 PM,Bringing the Scheduled Web to Internet TV,,"As the Real-time Web evolves into the Scheduled Web, and consuming internet content becomes increasingly common through our televisions, users will consume a range of scheduled content beyond just video. What is the distinction between live and pre-recorded content in the age of on-demand, and does it matter? And where will the center of gravity be – will it be with traditional broadcast content, or with smaller players all over the Web?",,,,Nova Spivack,Co-Founder and President,Live Matrix
5:10 PM,600% Growth and Growing: The Live Streaming Panel,,"The amount of live video watched online has grown more than 600 percent over the past year, according to Nielsen. This panel will discuss the current trends and future of the live streaming ecosystem.",Ryan Lawler,Editor NewTeeVee,GigaOM,John Ham,CEO and Co-Founder,Ustream
,,,,,,,Max Haot,CEO,LiveStream
,,,,,,,Michael Seibel,Chief Executive,Justin.tv
,,,,,,,Joshua Siegel,"Product Lead, Live Streaming",YouTube
5:40 PM,Mythbusting Internet TV with Clicker.com,,"The future of Internet TV is as murky as it is exciting. Everyone has an opinion about where things are headed, many of whom are biased about the outcome. In this session, Clicker CEO Jim Lanzone ""mythbusts"" some of the most commonly held assumptions about the coming age of connected televisions.",,,,Jim Lanzone,Founder and CEO,Clicker
5:50 PM,Video Advertising:  HTML5 and Mobile,,"Video advertising experienced massive growth in 2010, will continue to do so in 2011 and beyond. With mobile shaping up to be bigger than desktop, video advertising is creating ways to engage new audiences everywhere they are. Frank Sinton, CEO of MeFeedia, will discuss how the landscape is changing and how HTML5 alongside other technologies are helping the industry move towards new frontiers in video technology.",,,,Frank Sinton,CEO and Co-Founder,MeFeedia
6:00 PM,What Will it Take to Make OTT Successful?,,"Connected devices and TVs are showing up at a rapid pace, but with no clear path to market yet. Competition is driving innovation and everyone is eager to become the company that defines the new TV landscape. But while there is vast potential, there are some major barriers to success. Kyte's Gannon Hall will discuss the market hurdles and explore what it will take for consumers to cut their cables.",,,,Gannon Hall,COO,Kyte
6:10 PM,Closing Remarks,,,,,,,,
6:15 PM,Cocktail Reception,,,,,,,,
