Time,Title,Subtitle,Description,Speaker,Speaker Title,Speaker Company,Panelist,Panelist Title,Panelist Company
1:50 PM,Real-Time Overload: Technology and the Communication Tsunami,,"The move to real-time communications in business environments means an information deluge has you under siege. Many modern information workers now spend their weekends catching up with email and electronic messaging, and cite information overload as a major source of job dissatisfaction. What can we do? Clearly, technology will be needed to help us combat information overload. We talk to two leading figures in electronic communication, and discuss how they see messaging evolving to meet our very human business environment.",Mathew Ingram,Senior Writer,GigaOM,Dave Hersh,Chairman,"Jive Software, Sixty-Two Miles (Investment & Advisory)"
,,,,,,,Bradley Horowitz,"VP, Product Management ",Google
2:10 PM,Key Design Principles for Maximizing the Value of Collaborative Technology,,"Innovative companies increasingly want to collaborate across time, space and organizational structure restrictions. Web 2.0 technologies hold great promise, but in practice, they often come up short. In this talk, representatives from Moxie Software and IDEO outline how they collaborated on a social enterprise application, taking into consideration a human interaction approach to design “Around the Way People Work.”",Stowe Boyd,Researcher,www.stoweboyd.com,Tom Kelly,President and CEO,Moxie Software
,,,,,,,Doug Solomon,CTO,IDEO
2:30 PM,Simple Communications for Smarter Working,,"The lines between our work and personal lives -- and the technologies we use -- are permanently blurred. How are we adapting? We are communicating more today than ever before. More technologies. More devices. More mediums. And while these solutions are essential, they present a new level of end-user complexity that can erode the very thing we want to accomplish: communication. Renee will explore the future of communications and preview a new category of solutions that enable smarter working.",,,,Renee Niemi,"SVP, Communication Solutions ",Plantronics
2:40 PM,"Self Serve, Simple and Social Inside",,A slew of new SaaS solutions are succeeding in the enterprise market place. The software embodies collaboration by building in the social graph into the underlying frameworks. Are they laying down a success pattern for future software companies? We bring the founders and leaders from some of the most succesful propositions to tell us what we can learn  from their successes and where we can expect IT tools to go in a world where the end users are now provisioning themselves.,JP Finnell‎,Managing Partner,Mobility Partners,Chuck Dietrich,CEO,SlideRocket
,,,,,,,Isaac Garcia,CEO and Co-Founder,Central Desktop
,,,,,,,Aaron Levie,Co-Founder and CEO,Box.net
,,,,,,,Andy McLoughlin,Co-Founder and SVP Strategy,Huddle
3:20 PM,BREAK,,(Optional Workshops - Located on Level 2),,,,,,
,GigaOM Pro Workshop – Room 1,"How Real-Time Communications and Video are Transforming the Workplace
","What will the future of your workplace look like? We surveyed a 1000 people to find the answers. This workshop panel will be focused on newly released preliminary survey data from Skype and GigaOm Pro on trends in real time collaboration.  It will look at how workplace decision makers and employees at large are utilizing various forms of real time communication, how video is changing the workplace and what their future plans are in adopting these technologies.  In addition, the workshop will explore the topic of information overload and managing communication and collaboration. Panelists from leading companies will share their perspectives on the changing workplace and how real-time communications and collaboration is making an impact.",Michael Wolf,VP Research,GigaOM Pro,Anurag Agrawal ,Analyst,GigaOM Pro and Techaisle
,,,,,,,Aaron Levie,CEO,Box.net
,,,,,,,Andrew Sinclair,"Director, Enterprise Product Management and Engineering",Skype
,Workshop – Room 2,Hiring and Retention in the Hyper-Connected Era,Corporate transparency is spreading like a virus. Job seekers often know your dirty laundry before they apply. Hear how employers are embracing openness and using it to attract talent. Learn how to transform top performers into recruiting magnets and what you’ll then have to do to keep them. See examples of winning talent strategies in the hyper-connected talent market.,,,,Dan Arkind,Founder and CEO,JobScore
,,,,,,,Brendan Browne,Director of Global Talent Acquisition ,LinkedIn
4:00 PM,People Management and HR Through the Web,,"Human resources (HR) and people management are hugely important areas.  We bring the leaders from two of the leading web based HR tools to discuss where and when automation works, and where and when a more human touch is needed. We also ask them to examine where there are still gaps in HR software and when we may solutions emerge.",Glenn Solomon,Partner,GGV Capital,Daniel Debow,co-CEO,Rypple
,,,,,,,Philip Korn,Managing Director VC Relationships,TriNet
4:20 PM,Confessions of a Radical Collaborator ,,"Can anyone really work from anywhere? Debra Chrapaty, SVP of Cisco’s Collaboration Software Group can. She works with global teams, around the clock and often remote from her corporate office – using multiple devices running the very software her team builds. Find out how you can build a collaboration-ready organization.",,,,Debra Chrapaty,"SVP and GM, Collaboration Software Group",Cisco
4:40 PM,The Rise of the Enterprise Social Inbox,,"In the enterprise world, many believe “social=bad”. But if you put different monikers on “identity and relationships”, it sounds less novelty and more productivity. The addition of Facebook to our world is happening and there will be some awkward moments as it weaves itself into our working lives. To try and avoid issues by throwing ourselves against the door of change will only delay how we learn to leverage it as a tool in the enterprise. Communications between customer and company are getting organic and informal. Make sure that you and your employees are a part of that conversation.",,,,Jeff Bonforte,CEO,Xobni
4:50 PM,Innovating Employee Engagement and Productivity,,"How does Humana foster employee engagement? Starting with redefining ways of working that drive agility and subsequently re-organizing the way work is done to allow a balance between choice of task for the worker and control for the manager. We talk with Jeff Ross, who is leading Humana's efforts to transition to social technologies and techniques at the health insurance giant, about transition, scale and integration. Joining him will be a key vendor, Tim Young of SocialCast to detail the case study.",Stowe Boyd,Researcher,www.stoweboyd.com,Jeff Ross,Technology Business Consultant,Humana
,,,,,,,Timothy Young,Founder and CEO,Socialcast
5:10 PM,Managing Remote Workers: What We Still Need to Get Done,,"One of the problems with remote, project-based workers is managing them from a distance. The norms of building relationships and the nuances of in-person communication are often lost. What do we need to make the work relationship, and management of these employees, more productive, human and effective?",Simon Mackie,Editor WebWorkerDaily,GigaOM,Gary Swart,CEO,oDesk
,,,,,,,Maynard Webb,Chairman and CEO,LiveOps
5:30 PM,Adapting to Context and Experience,,"Businesses are going social, mobile and global at amazing rates, leveraging tools once thought of as ""consumer"" to get the work done. Driving this transformation are connected services in the cloud and mobile that are letting businesses accelerate the adoption of these tools. In this talk we examine how service providers will need to adapt user experiences across multiple platforms and devices to allow for better user experience and context.",,,,Omar Green,"Director, Strategic Mobile Initiatives",Intuit
5:40 PM,Reducing Hiring Risks With Social Networks,,"What's the best way to recruit a great fit for your team? Ask someone you know for a recommendation. With the rise of the ""social graph"", applications that make use of that social metadata are on the rise and talent recruitment is one of the proven success stories. Hear how this has worked for Mavenlink and how it's success patterns can be applied to other areas in the workplace.",,,,Ray Grainger,CEO ,Mavenlink
5:50 PM,The Future Ideas Launchpad,,,,,,Drew Houston,CEO,Dropbox
,,,,,,,Saad Khan,"Partner, Information Technology",CMEA Capital
,,,,,,,Ross Mayfield,"Chairman, President and Co-Founder",Socialtext
6:25 PM,Closing Remarks,,,,,,,,
6:30 PM,Plantronics Cocktail Reception,,,,,,,,
