Date,Time,Title,Subtitle,Description,Speaker,Speaker Title,Speaker Company,Panelist,Panelist Title,Panelist Company
,9:35 AM,Seeing everything to get ready for anything: capacity planning at scale,,"Do you have a problem planning for future infrastructure needs? Deciding on what to buy and what capacity to provision for? Then you should attend this session, where we examine the stories of four people with some of the most extreme use cases on the planet. Come listen and learn from those with responsibility for the biggest purse strings.",Dave Ohara,"Founder, GreenM3 and Analyst",Gigaom Research,Tamara Budec,VP Critical Systems and Engineering,Goldman Sachs & Co
,,,,,,,,Heather Marquez,"Manager, Asset Strategy and Optimization",Facebook
,,,,,,,,Amaya Souarez,"Director, Datacenter Services",Microsoft
,10:15 AM,Solving big data app developers' biggest pains,,Todd Papaioannou was the big data guru at Yahoo before most of us knew the term. He was responsible for Hadoop architecture while there. His experiences supporting thousands of developers building apps on Hadoop showed him the clear problems that are faced by developers in the enterprise and how that led him to launch Continuuity.,,,,Todd Papaioannou,Founder and CEO,Continuuity
,10:25 AM,"Motion, context and integrating intelligence",,"The world is getting more complicated and more integrated. Understanding and measuring movement — of people, of ideas, of technology, of ideology, of money, of weapons — is more important than ever. New ways to collect, analyze and exploit data are key to safeguarding national security.",,,,Samantha Ravich,Co-Chair,National Commission for the Review of R&D in the Intelligence Community
,10:45 AM,BREAK,,(Optional Sponsored Workshops),,,,,,
,,11:00 AM - Hadapt Sponsor Workshop - Oceanic Suite,Invisible loading' unifies data sources while optimizing performance,"Hadapt enables the productization of interactive applications on Hadoop for the enterprise. With capabilities such as “invisible loading”, whereby data is persisted into Hadapt with negligible disruption to the cluster's ongoing user workloads, Hadapt is accelerating Hadoop into production as a mission-critical data management and analytics platform.",,,,Mingsheng Hong,Chief Data Scientist,Hadapt
,,11:00 AM - Alteryx Sponsor Workshop - Aquitania West Suite,How big data blending drives better business analytics,Big data presents enormous opportunity but also three challenges:  1) Empowering business analysts and decision makers to get value from it; 2) Analyzing it in the context of all relevant data (including social media and market data); and 3) Performing real-time Hadoop queries.  Learn how to address all three in this session.  ,,,,George Mathew,President and COO,Alteryx
,,11:00 AM - Juniper Networks Sponsor Workshop - Aquitania East Suite,Cloud service automation for scale-out architectures,"Cloud computing and web applications have fundamentally re-defined networked platforms.  Dynamic software systems are required to orchestrate and automate real-time converged systems which must collect, analyze and capitalize on new sources of user and machine data.",,,,Jennifer Lin,Product Management Lead,Juniper Networks
,,11:45 AM - Gigaom Research Mapping Session - Aquitania West Suite,"Data marketplaces
","From U.S. census return information to the location of every Starbucks in Canada, the demand for data to support decision making is increasing. Fittingly, a category of companies known as data markets is emerging in this space to provide access to this data. This session will explore who the leading players are, the differences among the various services they offer, the business-model challenges of this category, and where this trend is headed.
",,,,Jo Maitland,Director,Gigaom Research
,,,,,,,,Paul Miller,"Founder, Cloud of Data and Analyst",Gigaom Research
,11:45 AM,"Why you should never ask, ""How is this better than Hadoop?""",,The CTO at Basho will explain why you really don't need a big data strategy. The talk will discuss typical decision-making approaches for technology acquisition and what both users and builders of software and systems can do to improve these approaches so the right technologies and solutions are delivered to solve the right problems.,,,,Justin Sheehy,CTO,Basho
,12:00 PM,The Hadoop of plenty: What new tech innovations is Hadoop enabling?,,"Hadoop is a catalyst, beyond just providing scalable map reduce and a distributed file system. In this session we consider how it is innovating new types of databases, processing engines and a new generation of apps built on top of it. We look at the present innovations and predict what should be coming next.",Derrick Harris,Senior Writer,Gigaom,Jonathan Gray,Founder and CTO,Continuuity
,,,,,,,,Bradford Stephens,CEO,Drawn to Scale
,,,,,,,,Muddu Sudhakar,"VP and GM, Cetas Cloud and Big Data Analytics Platform",Pivotal
,,,,,,,,Omer Trajman,VP Field Operations,WibiData
,12:30 PM,The DB and the index: why our need for search is shaping our technology,,Common thinking says that if you have your data in a database then the need to create a separate index is nullified. Technology thought leader Grant Ingersoll explores why the need for Google-style search is affecting our usage cases and shares his thoughts on the right technologies to explore.,,,,Grant Ingersoll,Chief Scientist,LucidWorks
,12:45 PM,The future of BI and Hadoop,,"The Hadoop explosion is reshaping many things, including at its core the nature of BI. We look at the innovations in apps, engines and use cases that will shape the evolution of the industry and its new products.",Ravi Murthy,Engineering Manager,Facebook,Justin Borgman,CEO,Hadapt
,,,,,,,,Tomer Shiran,"Director, Product Management",MapR Technologies
,,,,,,,,Ashish Thusoo,Co-Founder and CEO,Qubole
,,,,,,,,Ben Werther,Founder and CEO,Platfora
,1:15 PM,LUNCH,,(Optional Sponsored Workshops),,,,,,
,,1:30 PM  - HP Vertica Sponsor Workshop - Oceanic Suite,New economics of enterprise data warehousing,"Enterprises have invested heavily in legacy data warehouses and are today struggling to adapt them to the Big Data era. This session will explore the many choices and trade-offs, from open source solutions to cloud  services to next-generation on premise systems and of course Hadoop, supported with customer examples.",,,,Jeff Healey,Director of Product Marketing ,HP Vertica
,,,,,,,,Dragan Rakovich,CTO,HP Information Management and Analytics
,,,,,,,,Chris Selland,VP Marketing,HP Vertica
,,1:30 PM - MapR Technologies Sponsor Workshop - Aquitania West Suite,Raise the bar with Hadoop,"Leading companies have improved profitability, increased revenue and increased their competitive position by better leveraging untapped data sources. This presentation details case studies and reference architectures that demonstrate how companies have generated big data
insights with less infrastructure costs including the integration of Hadoop and NoSQL (HBase) on one platform.
",,,,Jack Norris,VP of Marketing,MapR Technologies
,,1:30 PM - Panzura & Google Sponsor Workshop - Aquitania East Suite,Object storage for the enterprise: breaking the NAS vicious cycle,"Providing fast, sufficient storage for global users has meant an endless cycle of local NAS expansion and refreshes…until now.  This session describes how Panzura + Google provide infinitely scalable, centralized cloud object storage that provides local NAS performance while tying all users together with a single global file system.",,,,Paul Meller,"Regional Manager, Cloud Platform",Google
,,,,,,,,"
Ranajit Nevatia",VP of Marketing,Panzura
,2:15 PM,"Think different, think signal processing: approaches to real-time network data",,Guavus is undergoing explosive growth with its novel way of network and infrastructure monitoring. Founder Anukool Lakhina talks about his Ph.D. research that led to the formation of Guavus and why we should be thinking as differently as possible to explore the best solutions in the big data space.,,,,Anukool Lakhina,Founder and CEO,Guavus
,2:30 PM,The guru panel: What's in your stack?,,In one of our most valuable panels we sit down with some of the leading practitioners and thought leaders in the data-science space to talk about the problems they face with big data and their predictions for the future. In this edition we focus on the different approaches to the hardware and software stack that some of these giants take for their problems at hand.,Michael Driscoll,CEO,Metamarkets,Bhaskar Ghosh,"Senior Director of Engineering, Data Infrastructure",LinkedIn
,,,,,,,,Todd Papaioannou,Founder and CEO,Continuuity
,,,,,,,,Silvius Rus,"Director, Big Data Platforms",Quantcast
,,,,,,,,Ashok Srivastava,Venture Advisor for Trident Capital and Chief Data Scientist,Verizon
,3:05 PM,Complementing Hadoop with real-time data analysis,,"We are moving toward an era where batch processing of large amounts of data is no longer sufficient for providing data services. Real-time analytics is a challenging problem to solve, especially when done at scale. At Eventbrite, discovery products like event recommendations and search require immediate data capture. Customers want real-time reports of their events, and internally, the team has real-time data needs for tracking company metrics. In this talk, Vipul Sharma, the director of data engineering at Eventbrite, will go through different techniques he is using to complement Hadoop for more-real-time data processing, and he will discuss various key innovations in the data industry in this area.",,,,Vipul Sharma,Director of Data Engineering,Eventbrite
,3:20 PM,BREAK,,(Optional Sponsored Workshops),,,,,,
,,3:35 PM  - Teradata Sponsor Workshop - Oceanic Suite,Data discovery: finding expected and completely unexpected business value in data,"Do you know what questions to ask of your data? How to discover what your customers care about or how to identify fraud or prevent customer churn? By using a hybrid of SQL, MapReduce, R and other analytic techniques in an integrated data discovery platform, leading companies are getting answers. ",,,,Steve Wooledge,"Senior Director, Marketing",Teradata
,,3:35 PM - SoftLayer Technologies Sponsor Workshop - Aquitania West Suite,"High performance, scalable big data solutions in a bare metal cloud","The cloud provides an easy onramp to building and deploying big data solutions.  Transitioning from initial deployment to large-scale, highly performant operations may not be as easy.  Understanding the benefits, weaknesses, and performance characteristics of public and bare metal cloud deployments can help you make the right decisions.",,,,Harold Hannon,Sr. Software Architect,SoftLayer Technologies
,4:20 PM,Analytics at NASDAQ scale,,"In this talk Ann Neidenbach, the SVP of Analytics at NASDAQ OMX, explains her choices when it comes to infrastructure and her strategies for delivering customers the insights they seek. Learn how business requirements are shaping her choices now and what that means for business leaders of the future.",Barb Darrow,Senior Writer,Gigaom,Ron Bodkin,Founder and CEO,Think Big Analytics
,,,,,,,,Ann Neidenbach,SVP of Global Technology Products and Services,The NASDAQ OMX Group
,4:40 PM,Four for the future: upcoming database technologies that are not Hadoop,,"Hadoop is not the only option, at least in the future. In this session we bring four of the most likely contenders that we think you should be looking at. In this panel run by Gigaom Research expert David Linthicum, we take apart why they came about, what domains they service and why they are a better choice than just plain old Hadoop.",David Linthicum,Analyst,Gigaom Research,Damian Black,CEO,SQLstream
,,,,,,,,Andrew Cronk,CEO,TempoDB
,,,,,,,,Emil Eifrem,Founder and CEO,Neo Technology / Neo4j
,,,,,,,,Ryan Garrett,"VP of Product
",MemSQL
,5:20 PM,CLOSING REMARKS,,,,,,,,
