Filled out Fulfillment Form,Publish,Photo Ready?,List on front page?,Gender,First Name,Last Name,Title,Company,Tagline,Order (front page),Order (speaker page),Type,Bio Ready?,Biography,timestamp
,yes,yes,yes,M,Steve,Burt,CEO,EQ2,"CEO, EQ2",,,2009 Speaker,yes,"Steve is an experienced business executive with a highly successful background in business. He has held positions in Dun & Bradstreet and British Petroleum, worked on change management projects with both Bain & Co and McKinsey, and provided strategic management on a multi-billion pound diverse business conglomerate. He has a unique skill set developed through working with private and public organizations, involving boards, shareholders, politicians, unions and NGO’s. He has managed large complex contracts and advised on health, safety, environmental costs and risks across industry. He introduced and launched retail stores in over 200 heath club locations in the UK, USA and Europe as well as co-authored the operating standards for those establishments, becoming the first person to implement ISO 9001 in the industry. He has been retained by technology, manufacturing, telecommunications, print, publishing, oil, mining, brewing, retail and property organizations to advise on sustainability strategy and planning. One of the largest projects he recently led involved measuring, reporting and advising on the environmental impacts and reduction targets for the second largest global airline provisions company, which service some 250 airlines. He designed and led the global implementation plan, advised on communications and was the key CSR advisor for a £1.8 billion contract. Steve has first hand experience in contract services, financial information systems, risk management and environmental and sustainability strategies. He is systematic, structured and a lateral thinker. 
",1267650302
,yes,yes,yes,M,Michael,Copeland,Senior Writer,Fortune,"Senior Writer, Fortune",36,,2009 Speaker,yes,"Michael V. Copeland joined Fortune Magazine in September 2007. Prior, he had been a senior writer at Business 2.0 since April 2003 and covered the venture capital community, new technology, and startups. Along with Andrew Tilin, his story ""The New Instant Companies"" was recognized by the World Leadership Forum as the best business story in a magazine in the 2006 Business Journalist of the Year competition. Copeland was most recently a senior writer for Red Herring and authored features on venture capital, emerging technology, and management issues. Copeland was most recently a senior writer for Red Herring and authored features on venture capital, emerging technology, and management issues. Along with Lee Bruno, Om Malik, and Chris Locke, he was recognized by the American Society of Business Publication Editors in the Single News Article category for a Sept. 1, 2001, piece titled ""Enron's Burnout."" Before that, Copeland served as a senior editor at the Venture Capital Journal. and worked on the national desk at the Washington Post. He has been a reporter for the Oakland Tribune, Orange County Register, and Philadelphia Inquirer, and he has freelanced for several San Francisco Bay Area and national publications. Copeland has also developed environmental stories for television and radio.
",1267650302
y,yes,yes,yes,M,Paul,Holland,General Partner,"Foundation Capital
","General Partner, Foundation Capital",3,,2009 Speaker,yes,"While heading the CleanTech practice at Foundation Capital, Paul's primary focus is on helping early-stage start-ups go from zero to $100M in revenue. He helped take public two venture-funded software start-ups, Kana Communications (KANA), and Pure Software (RATL). Paul currently serves on the board of directors for Bella Pictures, CalStar Cement, Conformia, Coverity, Edge Dynamics (acquired by iMany), Ketera, Serious Materials, and TuVox; previously for Talking Blocks (acquired by Hewlett-Packard)and RouteScience (acquired by Avaya). Prior to joining Foundation Capital, Paul was SVP of worldwide sales at Kana Communications, a leading supplier of Enterprise Relationship Management solutions. Paul received an MBA from the University of California at Berkeley; an MA in Foreign Affairs from the University of Virginia; and a BS from James Madison University.
",1267650302
y,yes,yes,yes,M,Saul,Griffith,"President and Chief Scientist, Makani Power","Founder, Wattzon.com","President & Chief Scientist, Makani Power and Founder, Wattzon.com",1,,2009 Speaker,yes,"Dr. Saul Griffith has multiple degrees in materials science and mechanical engineering and completed his PhD in Programmable Assembly and Self Replicating machines at MIT. He is the co-founder of numerous companies including Optiopia, Squid Labs, Potenco, Instructables.com, HowToons and Makani Power. Saul has been awarded numerous awards for invention including the National Inventors Hall of Fame, Collegiate Inventor's award, and the Lemelson-MIT Student prize. In 2007, Saul was named a MacArthur Fellow. Saul holds multiple patents and patents-pending in textiles, optics, nanotechnology, and energy production. Saul co-authors a children's comic book-style series called HowToons, inspiring children of all ages with a curiosity for science and invention. Saul is a technical advisor and regular contributor to Make and Popular Mechanics magazines.
",1267650302
y,yes,yes,yes,M,Sunil,Sharan,"Director, Smart Grid Initiative ",GE Energy T&D,"Director, Smart Grid Initiative, GE Energy T&D",10,,2009 Speaker,yes,"Sunil spent eight years building clean energy businesses for Echelon and Terranova. As Echelon’s Energy Industry Manager, he grew his business unit to $100M by leading the development of new products, market channels and strong market-based value propositions. Sunil previously worked closely with global regulators and policy makers which played a critical role in passing the Energy Policy Act of 2005. Sunil holds a Master of Science, Electrical & Computer Engineering from the University of Illinois, Urbana-Champaign, IL, a Master of Science, Physics / Bachelor of Engineering, Electrical & Electronics Engineering, Birla Institute of Technology & Science, Pilani, India and attended the John Monnet Program in Business & Economics, Ecole Polytechnique, Paris, France.
",1267650302
y,yes,yes,yes,M,Jesse,Berst,Managing Director,"Global Smart Energy
","Managing Director, Global Smart Energy
",19,,2009 Speaker,yes,"Jesse Berst is Managing Director of Global Smart Energy one of the private-sector leaders of America’s transition to clean smart energy.  Jesse is the author of the influential white paper ""Electronomics: New Opportunities from the Transformation  of the Electric Power Sector.""   GlobalSmartEnergy is a recognized authority on the smart energy revolution and the market opportunities it represents.  Clients include Lockheed Martin, the U.S. Department of Energy, Global Environment Fund, the GridWise Alliance, Avista Utilities, and many others.  GSE services include strategic research, white papers, mergers and acquisitions advisory and management of regional and national projects. GSE is also the publisher of SmartGridNews.com, the Internet’s top-ranked site for information about the ongoing $1 trillion remake of North America’s electric power infrastructure.  
",1267650302
y,yes,yes,yes,M,Dara,O'Rourke,CEO,"GoodGuide
","CEO, GoodGuide",16,,2009 Speaker,yes,"Dara O’Rourke is the co-founder and CEO of GoodGuide.com, a revolutionary new platform for informing consumers about the environmental, social, and health impacts of products and companies. Dr. O’Rourke is also a professor at the University of California, Berkeley, where his research focuses on systems for monitoring the impacts of global production. Dara’s research has been featured in The New York Times, The International Herald Tribune, The Boston Globe, The Los Angeles Times, The Economist, Business Week, Newsweek, etc. Dara has served as a consultant to international organizations such as the World Bank, the United Nations Development Programme, the Organization for Economic Cooperation and Development, and a wide range of NGOs. He was previously a professor at MIT. ",1267650302
y,yes,yes,yes,M,Rolf,Schreiber,RechargeIT Engineer,"Google
","RechargeIT Engineer, Google",11,,2009 Speaker,yes,"Rolf Schreiber is an engineer with RechargeIT, a climate and energy initiative within Google's philanthropic arm, google.org. He was the technical lead for the RechargeIT Driving Experiment, a two month study comparing and contrasting Google's Toyota Prius and Ford Escape plug-in hybrid conversions with conventionally powered vehicles. He joined Google in April 2005 when Google acquired San Diego-based Urchin Software Corporation (now Google Analytics), where he was Director of Engineering Services. Though he has a long professional career in computer systems and network management starting as an undergrad at UC San Diego, he's had a lifelong passion for automobiles and is thrilled to have a dream job at Google working on plug-in vehicle technologies.
",1267650302
,yes,yes,yes,M,Kevin,Marks,Developer Advocate,"Google, Open Social ","Developer Advocate, Google, Open Social ",39,,2009 Speaker,yes,"Kevin Marks is a Developer Advocate for OpenSocial at Google, bringing external developers and Google engineers together to make a better web. Over the last 20 years he's alternated between giant companies and founding startups - BBC, The UK MultiMedia Corporation, Apple QuickTime, Technorati and now Google. The common thread has been working out how people, computers and media can complement each other, and solving the engineering and social problems where they meet. He is one of the driving forces behind microformats.org and advisor to the Open Rights Group. He wants you to remember that URLs are people too, and his URL is http://epeus.blogspot.com 
",1267650302
y,yes,yes,yes,M,Jonathan,Gay,Founder,"Greenbox Technology
","Founder, Greenbox Technology
",20,,2009 Speaker,yes,"Jonathan Gay is a founder of Greenbox Technology. He leads the product vision at Greenbox and believes that by measuring our resource usage and helping people choose to make their homes more efficient and comfortable, we can reduce energy usage. Prior to Greenbox, Jonathan founded FutureWave Software where he built FutureSplash Animator which eventually became Adobe Flash. After Macromedia acquired FutureWave, Jonathan led Flash’s development into the leading multimedia platform for the Internet and ultimately became CTO at Macromedia. Jonathan’s career started building games and graphics tools for early Macintosh computers at Silicon Beach and Software. 
",1267650302
y,yes,yes,yes,M,John,Clark,"Electric Vehicle Management
",GridPoint,"Electric Vehicle Management, GridPoint
",,,2009 Speaker,yes,"John Clark is responsible for the development of electric vehicle management solutions as well as strategic relationships with auto manufacturers for GridPoint, the pioneer of an innovative software platform to address today’s energy challenges while aligning the interests of electric utilities, consumers and the environment. Previously, he was President and Chief Executive Officer for V2Green, a smart grid technology company that controls the flow of electricity between the power grid and plug-in electric vehicles. It was acquired by GridPoint in 2008. Mr. Clark is an experienced entrepreneur and executive, having held senior roles in operations & deployment, business development, and sales & marketing. He holds a degree in computer science and business administration magna cum laude from Western Washington University.",1267650302
y,yes,yes,yes,M,Karl,Lewis,Chief Strategy Officer,GridPoint,"Chief Strategy Officer, GridPoint",42,,2009 Speaker,yes,"Karl Lewis is Chief Strategy Officer and responsible for new business initiatives, corporate partnerships and M&A activity for GridPoint, pioneer of an innovative software platform to address today’s energy challenges while aligning the interests of electric utilities, consumers and the environment. Previously, he served as COO. Prior to GridPoint, he held executive management roles at Cigital and Proxicom, where he helped fuel the growth of the Internet professional services firm to become a successful public company. Mr. Lewis first contributed to the emergence of the Internet space in 1995 at MCI, where he was responsible for the development and launch of marketplaceMCI, the Internet's first e-commerce shopping mall, and internetMCI. He holds a B.A. in economics from St. Mary's College of Maryland.
",1267650302
y,yes,yes,yes,M,Rich,Lechner,"VP Energy and Environment
",IBM,"VP Energy & Environment, IBM
",4,,2009 Speaker,yes,"Rich Lechner was named vice president, Energy & Environment in September 2008. In this role, he leads IBM’s efforts in helping clients address the issues and opportunities around energy, the environment, and sustainability. He is responsible for defining strategy and managing the broad portfolio of capabilities and offerings that leverage IBM’s technology innovation, deep industry insight, and business process strategy. Mr. Lechner has a strong track record for driving key cross IBM initiatives that deliver value to clients of all sizes including virtualization, Project Big Green, and IBM’s New Enterprise Data Center Strategy. 
",1267650302
re-asked for photo,yes,yes,yes,M,Mark,Zanoli,Managing Director,JP Morgan,"Managing Director, JP Morgan",12,,2009 Speaker,yes,"Mark is a Managing Director and Head of J.P. Morgan’s Cleantech Investment Banking practice. Mark's 15 years of investment banking experience includes M&A, raising public equity through IPOs and secondary offerings, raising private equity for public and private companies, raising high-yield debt, loan and bank syndications, convertible equity financings and a variety of derivative financings. As Head of the cleantech investment banking practice, Mark’s clients include Uni-Solar, LDK, Ascent Solar, among others. Within the technology sector, Mark’s clients include Cisco, Intel, Texas Instruments, Seagate, Symantec, HP, Dell, Apple, and Oracle, among others. Mark is a graduate of the University of California, Santa Barbara. ",1267650302
y,yes,yes,yes,M,Martin,Tobias,Founder and CEO,"Kashless, Inc.
","Founder & CEO, Kashless, Inc.",6,,2009 Speaker,yes,"Martin Tobias is a serial entrepreneur and venture capitalist. He is a recognized leader in technology and renewable/green/cleantech who sees the powerful intersection of those worlds driving significant innovation over the next decade. In September 2008, Martin started Kashless, Inc. directly in the middle of sustainability and technology. Kashless leverages the internet, mobile technology, social networks and local partnerships to make finding stuff to reuse and recycling of your own stuff safe and easy. Previously Martin was the Chairman and CEO of biodiesel producer Imperium Renewables, a Venture Partner at Ignition partners, founder and CEO of Loudeye Technologies, and a Manager at Microsoft. You can find everything about Martin at his Blog http://deepgreencrystals.com",1267650302
,yes,yes,yes,M,Paul ,Kedrosky,Senior Fellow,Kauffman Foundation,"Senior Fellow, Kauffman Foundation",,,2009 Speaker,yes,"Paul Kedrosky advises the Kauffman Foundation as a senior fellow. In this capacity, he uses his experience as a technology entrepreneur, venture capitalist and academic to explore new programming opportunities for Kauffman in the areas of entrepreneurship, innovation, and capital markets. Most recently, Kedrosky has been the executive director of the William J. von Liebig Center in San Diego, California. Using an innovative seed capital program, the Center catalyzes the commercialization of technologies from the internationally ranked University of California, San Diego. Kedrosky is a venture capitalist, media personality, and entrepreneur. He is a sought-after speaker; an analyst for CNBC television; a columnist for TheStreet/RealMoney; the editor of one of the best known business blogs on the Internet; and he is frequently quoted in major publications around the world. He has published more than 300 articles in academic and non-academic publications. Kedrosky obtained his undergraduate degree in engineering from Carleton University, his MBA from Queen's University, and his Ph.D. from the University of Western Ontario.",1267650302
y,yes,yes,yes,M,Navin     ,Chaddha     ,Managing Director,Mayfield Fund,"Managing Director, Mayfield Fund",37,,2009 Speaker,yes,"Navin Chaddha is a proven serial entrepreneur, corporate executive and venture investor. Navin was named on the Forbes Midas List as a top 10 dealmaker in 2008 and as a top 100 dealmaker in 2007. He invests in the Internet infrastructure, Software, Enterprise infrastructure, Communications and Cleantech sectors in the U.S. and leads Mayfield’s investments in India. His current Mayfield investments include Consim Info, Gigya, Mimosa Systems, Seedfund, Tejas Networks, WiChorus and WideOrbit. Navin was founder and CTO of VXtreme, a streaming media software company that was acquired by Microsoft and became Windows Media. Navin holds an MS degree in electrical engineering from Stanford University (received the Stanford and IBM Graduate Fellowships) and a B.Tech degree in electrical engineering from IIT Delhi.
",1267650302
y,yes,yes,yes,M,Erik,Straser,Partner,"MDV-Mohr Davidow Ventures
","Partner, MDV-Mohr Davidow Ventures
",14,,2009 Speaker,yes,"With a decade of experience in venture capital, Erik has been a catalyst for Cleantech in Silicon Valley and abroad. He leads MDV's Cleantech investment team and applies his expertise in areas of solar, biofuels, energy storage, industrial biotech and clean coal. Prior to MDV Erik worked at Interval Research Corp., a technology incubator funded by Paul Allen, and at Los Alamos National Laboratory as a technical staff member. He also consulted to several seed and early stage venture capital firms. While pursuing a PhD in engineering at Stanford, Erik led an interdisciplinary project between the electrical, mechanical, and civil engineering departments to develop a next-generation monitoring system for critical facilities. He holds a U.S. patent from his research work. ",1267650302
y,yes,no,yes,M,Rob,Bernard,Chief Environmental Strategist ,"Microsoft
","Chief Environmental Strategist, Microsoft",,,2009 Speaker,yes,"Rob Bernard is the Chief Environmental Strategist for Microsoft and is responsible for defining and implementing the global strategy for the company's environmental efforts. In this role he will assess the company's environmental impact at all levels including: working with product groups to create innovations in software and hardware that can help enable customers to minimize their impact on the environment. In addition, Bernard also worked on Microsoft's project with the Clinton Foundation focused on measuring and tracking greenhouse gas emissions for the C40 cities, a tool that will be used by cities around the globe to measure and track their greenhouse gas emissions. He attended the Wharton School of Business where he earned his MBA. He holds a Bachelor of Arts in English Literature from Columbia University.",1267650302
n,yes,yes,yes,M,Gil,Friend,President and Chief Executive Officer ,Natural Logic,"CEO, Natural Logic",,,2009 Speaker,yes,"A systems ecologist and business consultant with more than 35 years in business, communications and environmental innovation, Mr. Friend combines broad experience in systems ecology, business strategy and management, economic development, public policy, and marketing. He has founded and managed companies in the fields of sustainable development and social marketing, and has developed management strategies and business, operating and marketing plans for large and small companies in a wide range of industries.

He was a founding board member of internet pioneer Institute for Global Communications, and played key or founding roles in such seminal environmental enterprises as EcoNet, GreenLine, the California Office of Appropriate Technology, and Buckminster Fuller’s “World Game.” He was co-founder and Co-Director of the Institute for Local Self-Reliance, one of the nation’s leading urban ecology and economic development think-tanks.

Mr. Friend has written extensively and lectures widely on sustainability issues. He holds an MS in Systems Ecology from Antioch University, a black belt in Aikido, and is a seasoned presenter of “The Natural Step” environmental management system",1267650302
y,yes,yes,yes,M,Andrew ,Tang,"Senior Director, Smart Energy Web","Pacific Gas and Electric Company
","Sr Director, Smart Energy Web, Pacific Gas and Electric Company
",22,,2009 Speaker,yes,"Andrew Tang is senior director, Smart Energy Web, for Pacific Gas and Electric Company. Tang oversees Clean Air Transportation (including electric vehicles), Demand Response, and the Energy Information Network underpinning the Smart Energy Web. From 2005-2007, Tang was the Director of European WiMAX Solutions Development for Intel Corporation where he managed a team working with wireless carriers and ISPs to implement next-generation wireless data networks.  Prior to Intel, Tang spent 15 years as an investment banker with Montgomery Securities, NationsBanc, JP Morgan and Greenbridge Partners.  Over that time, Tang helped raised over $10 billion in growth capital and advised on over $2 billion of mergers and acquisitions in the technology, media and telecommunications sectors. Tang has a B.A. in Mathematics and Economics from Wesleyan University.  
",1267650302
y,yes,no,yes,M,Bob,Metcalfe,"Founder, 3Com","Partner, Polaris Ventures","Founder, 3Com and Partner, Polaris Ventures",,,2009 Speaker,yes,"Dr. Robert M. Metcalfe joined Polaris Venture Partners in January 2001 and is a general partner in the Waltham office. While an engineer-scientist (1965-1979), Bob helped pioneer the Internet. In 1973, at the Xerox Palo Alto Research Center, he invented Ethernet, the local-area networking (LAN) standard – Internet plumbing – on which he shares four patents. Now, 35 years later, 350 million new Ethernet ports are installed each year, not counting WiFi. While an entrepreneur-executive (1979-1990), Bob founded 3Com Corporation, the billion-dollar networking company where at various times he was Chairman, CEO, division general manager, and vice president of engineering, sales, and marketing. While a publisher-pundit (1990-2000), Bob was CEO of IDG's InfoWorld Publishing Company (1992-1995). For eight years, he opined about the Internet in an InfoWorld column read weekly by half a million information technologists. He pontificated at conferences, on radio and television, hosted his own weekly webcast, and produced events including ACM97, ACM1, Agenda, Pop!Tech, and Vortex. Bob graduated from the Massachusetts Institute of Technology in 1969 with bachelor degrees in electrical engineering and in industrial management. He received a master degree in applied mathematics from Harvard University in 1970. In 1973, he received his Ph.D. in computer science from Harvard, where his dissertation was Packet Communication.",1267650302
,yes,no,yes,M,Gavin,Newsom,Mayor,San Francisco,Mayor of San Francisco,,,2009 Speaker,yes,"Gavin Newsom, 41, is the youngest San Francisco mayor in over a century. His strong commitment to environmental issues has led to San Francisco joining the Kyoto Protocol and Gavin is a strong proponent of Electric Vehicle technology. His official biography <a href='http://www.sfgov.org/site/mayor_index.asp?id=22014'>can be found here</a>.",1267650302
y,yes,yes,yes,M,Scott,Lang,CEO,Silver Spring Networks,"CEO, Silver Spring Networks",31,,2009 Speaker,yes,"Scott Lang, President and CEO, brings over 25 years of global leadership and innovation achievement to Silver Spring Networks. Scott is responsible for the vision, strategy and growth initiatives for Silver Spring Networks. Prior to Silver Spring Networks, Scott was an executive at Perot Systems, starting with the company at its founding and developing it to become a leading systems integrator with annual revenues over $2 billion with more than 20,000 employees globally. Earlier, Scott served in various systems engineering and managerial positions at Electronic Data Systems Corporation (EDS). He holds an Executive M.B.A. from The Kellogg School of Management at Northwestern University and a B.S. in Business Administration from the University of Mississippi, with a minor in Computer Science. 
",1267650302
,yes,yes,yes,M,Eric,Dresselhuys,Vice President and Co-Founder,"Silver Spring Networks
","Vice President and Co-Founder, Silver Spring Networks",44,,2009 Speaker,yes,"Eric has been with Silver Spring Networks since it was founded in 2002. Eric has more than ten years of experience in advanced metering and communications sales and marketing. He has held various roles in customer development, new product development and product introductions. Eric has presented a number of technical and commercial papers related to advanced metering and smart grid technologies and was a founder of OpenAMI. He currently serves on the board of directors of the DRSG Coalition (Demand Response and Smart Grid) and has served on the Automatic Meter Reading Association’s (AMRA) Marketing and Development Committee. Eric previously spent 9 years at Procter & Gamble in various sales and marketing roles. He holds a B.S. in economics from the University of Wisconsin, Madison. Last summer Eric installed solar-powered lights around his home.",1267650302
Katie working with Jeffery,yes,yes,yes,M,Adrian              ,Farley,Chief Deputy Director for Policy and Program Management,State of California,"Chief Deputy Director for Policy and Program Management, State of California ",7,,2009 Speaker,yes,"On May 20, 2008, Governor Arnold Schwarzenegger appointed Adrian Farley as Chief Deputy Director for Policy and Program Management for the Office of the Chief Information Officer. Prior to joining the Office of the Chief Information Officer, Farley served as the Interim Deputy Director for Procurement at the Department of General Services and the state's Chief Procurement Officer. While at DGS, Farley lead significant efforts to modernize the State's IT procurement process and deploy technology to transform back-office functions and consolidate multiple legacy systems. 
From 2003 to 2007, Farley served as Deputy Cabinet Secretary to Governor Arnold Schwarzenegger where he was responsible for management oversight of eight Cabinet agencies and issues pertaining to infrastructure development, information technology, emergency management, homeland security, fiscal and tax policy, performance management and state operations.
",1267650302
Katie working with Jeffery,yes,yes,yes,M,Will ,Semmes,Chief Deputy Director of the California Department of General Services,State of California,"Chief Deputy Director of the California Department of General Services, State of California",8,,2009 Speaker,yes,"Will Semmes, Chief Deputy Director of the California Department of General Services, manages the strategy and operations of the State's real estate & asset management services (3,000 employees, $600 million operating budget) including facility construction, leasing, and management, the State Architect, Public School Construction, Fleet Management, and the State Printer.  Will is the former Director of the California Conservation Corps, a state agency that trains young men and women to become productive citizens through hard work in environmental conservation.  Before joining California state government, he was the co-founder of Acumins, Inc, an innovative nutritional product manufacturer.  Will is a graduate of Tulane University and served as a platoon commander in the US Marine Corps.",1267650302
n,yes,yes,yes,F,Lori,Duvall,Corporate Sustainability Manager,Sun Microsystems,"Corporate Sustainability, Sun",,,2009 Speaker,yes,"As Corporate Sustainability Manager at Sun, Lori Duvall drives initiatives both outside and inside the company focused on enhancing Sun's reputation as a leader in environmentally responsible business.  Some of her current projects include assessing Sun's carbon footprint and implementing programs to reduce it; continually evolving Sun's internal operations to be more sustainable and eco-friendly; and promoting transparency around Sun's environmental impacts and improvement programs.  Lori led the development of OpenEco.org, a global on-line community that provides free, easy-to-use tools that help participants assess, track, and compare energy performance, share proven best practices to reduce greenhouse gas (GHG) emissions, and encourage sustainable innovation.   She is currently the OpenEco.org community manager.

Lori has a degree in Environmental, Population, and Organismic Biology from the University of Colorado.  Before joining the technology industry in 1998, she spent nine years as an environmental consultant, specializing in air quality.  Her roles in high tech have included product and strategic program management, as well as marketing programs management.",1267650302
