Date,Time,Title,Subtitle,Description,Speaker,Speaker Title,Speaker Company,Panelist,Panelist Title,Panelist Company
,,,,,,,,Ben Hedrington,"Sr. Director, Mobile and Web Strategy - Emerging Platforms Group",Best Buy
,,,,,,,,Mok Oh,Chief Scientist,PayPal
,,,,,,,,Eli Portnoy,CEO,ThinkNear
,4:40 PM,What Would You Like 2.1 Billion People to Do for You Today?,,"Professor Nathan Eagle researched big data and mobile phones at the MIT Media Lab in an effort to help limit the global H1N1 pandemic. Txteagle is the startup born from that research, which now addresses 2.1 billion consumers in emerging markets with a simple reward mechanism for participation: free talk time. Hear how scientific innovation has been applied to create a global market for others to tap into.",,,,Nathan Eagle,CEO,txteagle
,4:55 PM,LAUNCHPAD,,,,,,Bob Abbott ,General Partner,Norwest Venture Partners
,,,,,,,,Tim Lee,Partner,"	
Sequoia Capital"
,,,,,,,,Jim Parsons,"Managing Director, Sr. Relationship Manager",Silicon Valley Bank
,,,,,,,,Jack Sheridan ,Partner,Wilson Sonsini Goodrich & Rosati
,5:55 PM,CLOSING REMARKS,,,,,,,,
,6:00 PM,APPCONOMY COCKTAIL RECEPTION,,,,,,,,
9/27/2011,,,,,,,,,,
,8:00 AM,REGISTRATION & BREAKFAST,,,,,,,,
,9:00 AM,OPENING REMARKS,,,,,,,,
,9:05 AM,"The $20 Billion Upset
",,"There's a new force to be reckoned with in the enterprise: the consumerization of IT. The rise of mobile products such as the iPhone, iPad and Android platforms -- along with the easy accessibility of cloud computing services -- is radically disrupting conventional IT infrastructures. Resistance is futile. The network and content security industry is estimated to be worth more than $20 billion by 2015, and as advances in technology turn this industry upside down, smart and agile enterprises stand to realize considerable competitive advantages by recognizing the new shape of IT architecture and the value of a seamless user experience. This talk between Cisco Security's VP/GM Tom Gillis and the New York Times’ Quentin Hardy will delve deeper into the infinite number of possible responses demanded of IT departments.",Quentin Hardy,Deputy Tech Editor,The New York Times,Tom Gillis,VP and GM Security Technology Business Unit,Cisco
,9:25 AM,Insights from Instagram,,"Not so long ago, if entrepreneurs had suggested combining photo editing with photo sharing on a mobile handset, they would have been laughed out of the room. Handset performance and network bandwidth just weren't there. But now they are, and Instagram owns the game. Learn about market timing, technology and user-experience lessons from a founder.",Om Malik,Founder,GigaOM,Kevin Systrom,CEO,Instagram
,9:45 AM,Will Enterprise Be the Game Changer for HTML 5 and Tablet Apps?,,"For companies that have embraced device diversity, the decision to go with native or web-based mobile apps can cause analysis paralysis. While native apps provide richer functionality, in-house app developers have already standardized on HTML as the platform of choice for building B2B apps. Will enterprise lead the way in using cross-platform mobile development tools and mobile middleware platforms to get the job done? There is much anticipation and hype about the entry of tablet devices into the enterprise. Yet we are seeing very little innovation of applications that actually take advantage of the tablet's benefits. Is the future of the tablet simply replacing existing game consoles and e-readers, or will productivity be the app that really makes use of the tablet form factor?",Nathan Clevenger,Chief Software Architect,ITR Mobility,Santiago Becerra,Co-Founder and CEO,MeLLmo
,,,,,,,,Adam Blum,CEO,Rhomobile
,,,,,,,,Chris Kemmerer,"Director, Mobility Solutions",Verizon
,,,,,,,,Sean Whiteley,SVP, salesforce.com
,10:25 AM,"3 Key Pillars of Enterprise Mobility: Applications, Data and People",,Virtualization and high-powered smartphones are a match made in heaven for the enterprise. Most of the arguments involving security and data integrity disappear. We talk with the visionary CTO and thought leader at technology giant VMware about what he sees as the real outcomes of virtualization on the handset and where VMware will lead the industry next.,Stacey Higginbotham,Senior Writer,GigaOM,Stephen Herrod,CTO,VMware
,10:45 AM,BREAK,,(Optional Sponsored Workshops - Located on Level 2),,,,,,
,,Pontiflex Sponsor Workshop - Room 1,How to Keep Your App Free and Increase Downloads,"According to a 2010 study by Harris Interactive, an overwhelming amount of U.S. adults (even affluent ones) have a distinct preference for free apps. Attend this presentation and learn how developers for popular apps like TuneMe, Ant Smasher and Color Effects are using mobile signup ads to provide a respectful user experience and make $50+ CPMs. With the extra revenue, they are able to keep their apps free and increase the number of downloads in the Android market and Apple App Store.",,,,Zephrin Lasker,CEO and Co-Founder,Pontiflex
,,NAVTEQ Media Solutions Sponsor Workshop - Room 2,Location Based Incentivization: Practitioners’ Insight,"To capitalize on the promise and monetization of Location Based Advertising, there is much to consider as it relates to how mobile technology is evolving, true capabilities of the medium and consumer privacy.  Join this session to learn about real world experiences, industry concerns and expectations moving forward. ",Phil Hendrix,Director,"immr and Analyst, GigaOM Pro",Philippe Browning,"VP, Advertising and Operations
",CBS Interactive
,,,,,,,,Shawn Gunn,Head of Strategic Advertising Partners,NAVTEQ Media Solutions
,,ShoreTel Sponsor Workshop - Room 3,BYOD and the Mobility Revolution,"Corporate IT has it's work cut out for them as users bring their own mobile devices to work. But how can the enterprise utilize these devices coming into the enterprise, extend key applications such as IP Tel and Unified Communications, maintain corporate security standards, make it easy on the end user, and do all of this without blowing the budget? Join us for an interactive session with live demonstrations of  Mobile Unified Communications solutions that are changing the way people communicate. See how mobile UC is taking off with the coolest demonstrations on Apple and Android smart phones and tablets. One lucky attendee will win an iPhone/iPad WIFI controlled helicopter.",,,,Pejman Roshan,"VP, Mobility",ShoreTel
,11:25 AM,Twitter and Engineering for Mobile,,"Michael Abbot is a Valley legend in mobility, with stints at Palm and HP, among others. He now leads engineering at Twitter. Om talks to Michael about how Twitter's commitment to mobile and the Twitter ecosystem will shape the platform and what considerations he has to make in creating the perfect platform for sustaining a mobile experience and third-party developer ecosystem.",Om Malik,Founder,GigaOM,Michael Abbott,VP Engineering,Twitter
,11:45 AM,The Internet of Things to Come,,"The Internet-connected toaster never arrived, mercifully, but the continued success of the Kindle and some early Internet-connected objects points to larger consumer markets for the right product and the right applications. In this talk, we'll hear from the leading thought leader in the arena of ""The Internet of Things.""",,,,Mike Kuniavsky,CEO,ThingM
,12:05 PM,Infrastructure for the Internet of Things?,,"To enable an ""Internet of things,"" we need an infrastructure that allows lots of little ""things"" to communicate with us and each other. The base technology is mostly here, but innovation will be needed to drive cost and scalability down. This includes existing business models. In this session, we assemble some of the leading pioneers, researchers and practitioners to explore what we need to do to enable this ecosystem, what early applications will drive uptake. and what opportunities there will be for technologists and investors.",Laurie Lamberth,Founder and VP Business Development,"Lamberth and Associates and Analyst, GigaOM Pro",Bo Begole,Principal Scientist,"
Palo Alto Research Center (PARC)"
,,,,,,,,Bill Geiser ,CEO,Meta Watch
,,,,,,,,David Rose,CEO,Vitality
,,,,,,,,Timothy Twerdahl,"VP, Product",WIMM Labs
,12:45 PM,LUNCH,,(Optional Sponsored Workshops - Located on Level 2),,,,,,
,,Appcelerator Sponsor Workshop - Room 1,4 Steps to Transforming your Customer Relationships with Mobile,"Your customers have gone mobile… Are you going with them? In “4 Steps to Creating a Mobile Strategy” Scott Schwarzhoff, VP of Marketing at Appcelerator, explains the importance of developing a cross-platform mobile strategy.",,,,Scott Schwarzhoff,VP of Marketing,Appcelerator
,,Exadel Sponsor Workshop - Room 2,"Building Mobile Apps in
the Cloud","Exadel’s Tiggr is a Cloud-based development platform for building mobile Web and native apps that uses PhoneGap and jQuery Mobile.In this workshop, you will see how to build and test cross-platform, cross device mobile Web apps consuming Cloud and Web services using HTML5, CSS3, and JavaScript using a drag-and-drop visual editor.",,,,Donna Burke,"VP, Marketing",Exadel
,,,,,,,,Max Katz,Senior Systems Engineer,Exadel
,1:45 PM,"The Grand Challenge of Connecting Everything to Everyone, Everywhere",,"We are on the cusp of connecting everything to everything else: e-readers, tablets, netbooks, smart meters, smart cars, you name it. But with high bandwidth comes high demands on chipsets, batteries and spectrum. Atheros pioneered some of the first chips in the Wi-Fi standard. Now as Qualcomm Atheros, the company is delivering technology, both wired and wireless, to support the connection of everything. We talk with Craig Barratt about which technologies he thinks will be most prevalent in the market of the future, the role of Wi-Fi in connecting everything, and what else he believes is needed to make this grand vision a reality.",Stacey Higginbotham,Senior Writer,GigaOM,Craig Barratt,President,Qualcomm Atheros
,2:05 PM,The Art of Location-Based Games,,"Grey Area is the thought leader in location-based gaming. The company was founded to create breakthrough gaming experiences using real world locations as the context for mobile games. Based out of Finland, the small group has innovated compelling and engaging experiences. In this talk, we learn what makes the games compelling and what it is about bringing virtual experiences into real world existence that has consumers addicted. ",Ryan Kim,Writer,GigaOM,Ville Vesterinen,Co-Founder and CEO,Grey Area
,2:25 PM,Facebook: Making Mobile More Social,,"As Facebook looks to provide a full-featured user experience to more people in an increasingly mobile world, it must overcome a landscape fragmented in multiple dimensions: operating systems, devices, geographies and networks. We talk to Facebook Head of Mobile Products Erick Tseng, about how the company is leveraging the web to build its own products and how a recent acquisition is helping them deploy a unified Facebook experience on a very big scale.",Kevin Tofel,Senior Writer,GigaOM,Erick Tseng,Head of Mobile Products,Facebook
,2:45 PM,The Guru Panel: The Secrets of High Engagement Apps,,"To succeed in mobile, you need total engagement.What makes a high-engagement app? Is it design and UX? Social connectedness?  Game mechanics? There are so many right answers and prescribed methods that it gets difficult for the developer and producer to understand. In this panel, we assemble some of the leaders behind the biggest apps out there to help shed light on what works for them and what might work for you. Come along and get some proven perspectives to take away.",Ryan Kim,Writer,GigaOM,Danilo Campos,Mobile Dude,Hipmunk
,,,,,,,,Steve Douty,"VP, Applications and Mobile Product Management",Yahoo!
,,,,,,,,Tom Wang,Head of Product,Formspring
,,,,,,,,Neil Young,CEO and Co-Founder,ngmoco
,3:25 PM,BREAK,,(Optional Sponsored Workshops - Located on Level 2),,,,,,
,,Wilson Sonsini Goodrich & Rosati Workshop - Room 1,Avoiding Common Legal Pitfalls of Start-Up Companies,"Have you started a company recently or thought about doing so?  If so, this is a must-attend workshop.  Representatives from Wilson Sonsini Goodrich & Rosati will discuss the common legal pitfalls that start-up companies should avoid in order to optimize their long-term success.",,,,Carlos W. Ellerbe,Special Counsel,Wilson Sonsini Goodrich & Rosati
,,,,,,,,John B. Turner,Special Counsel,Wilson Sonsini Goodrich & Rosati
,4:05 PM,Mobilizing Your Business: Challenge or Opportunity?,,"Though mobility is a hot topic in the tech world, organizations are still grappling with some of the most basic issues around mobility in the workplace. In fact, enterprise IT is reaching the end of the first chapter of this mobile transformation.  Organizations are beginning to realize they need to look beyond mobile device management to a broader, more strategic opportunity to manage the mobile enterprise. This panel covers mobile device management, mobile application management, tablets, mobile cloud computing, security and more. ",Philippe Winthrop,Managing Director ,The Enterprise Mobility Foundation ,Chuck Goldman,Founder and Chief Strategy Officer,Apperian
,,,,,,,,John Herrema,SVP of Corporate Strategy,Good Technology
,,,,,,,,Julie Palen,"SVP, Strategic Business Development and Mobile Device Management ",Tangoe
,,,,,,,,Bob Tinker,CEO,MobileIron
,4:45 PM,How Recent M&A Will Shape the Future of Mobility,,"In this fascinating fireside chat, we assemble a leading editor from the financial press and two thought-leading investors from technology to discuss the impact that recent M&A activity will have on present deals and for the future of the industry.",Jonathan Marino,Editor,peHUB.com - Thomson Reuters,Maha Ibrahim,General Partner,Canaan Partners
,,,,,,,,Matt Murphy,Partner,KPCB
,5:05 PM,Building a Robust Developer Community,,"The app developer community is at the center of the industry shift moving from a “battle of devices"" to a ""war of ecosystems” (Stephen Elop). There are many segments of developers in the market ranging from enterprise developers and system integrators building B2B apps to startups, freelancers and agencies developing B2C apps. What does a robust developer look like? What are the elements of a healthy community?  What metrics like app store community ratings and reviews apply? What are the unique challenges to working with internal vs external developers?",JP Finnell‎,"Sr. Director, Enterprise Mobility","SAP America and Analyst, GigaOM Pro",Brian Magierski,CEO and Co-Founder,Appconomy
,,,,,,,,Marc Naddell,"VP, Partnering",NAVTEQ
,5:25 PM,CLOSING REMARKS,,,,,,,,
